# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1348       9.768120656337e-11       3.454635556516e-12      -7.536275764489e-12       1.137977380593e-14       1.844339647061e-15       5.330529531116e-16      -8.520013031556e-17 
 1349       9.783747489079e-11       3.434607150886e-12      -7.571957059270e-12       1.137534909157e-14       1.838829631139e-15       5.344657888703e-16      -8.464837494816e-17 
 1350       9.799596054686e-11       3.414339511928e-12      -7.606023654669e-12       1.137099743365e-14       1.833339562870e-15       5.358550041414e-16      -8.409054900333e-17 
 1351       9.815651837313e-11       3.393840757449e-12      -7.638459800710e-12       1.136671755320e-14       1.827869345292e-15       5.372195991514e-16      -8.352676053675e-17 
 1352       9.831900231037e-11       3.373119057141e-12      -7.669249687139e-12       1.136250816163e-14       1.822418880193e-15       5.385585687083e-16      -8.295711833919e-17 
 1353       9.848326539688e-11       3.352182632682e-12      -7.698377443342e-12       1.135836796072e-14       1.816988068109e-15       5.398709021928e-16      -8.238173193788e-17 
 1354       9.864915976684e-11       3.331039757829e-12      -7.725827138248e-12       1.135429564264e-14       1.811576808319e-15       5.411555835476e-16      -8.180071159795e-17 
 1355       9.881653664858e-11       3.309698758520e-12      -7.751582780242e-12       1.135028988988e-14       1.806184998847e-15       5.424115912684e-16      -8.121416832381e-17 
 1356       9.898524636290e-11       3.288168012969e-12      -7.775628317072e-12       1.134634937525e-14       1.800812536453e-15       5.436378983940e-16      -8.062221386061e-17 
 1357       9.915513832137e-11       3.266455951769e-12      -7.797947635760e-12       1.134247276189e-14       1.795459316634e-15       5.448334724965e-16      -8.002496069559e-17 
 1358       9.932606102468e-11       3.244571057982e-12      -7.818524562510e-12       1.133865870319e-14       1.790125233622e-15       5.459972756716e-16      -7.942252205953e-17 
 1359       9.949786206088e-11       3.222521867244e-12      -7.837342862616e-12       1.133490584284e-14       1.784810180378e-15       5.471282645290e-16      -7.881501192813e-17 
 1360       9.967038810376e-11       3.200316967860e-12      -7.854386240374e-12       1.133121281475e-14       1.779514048591e-15       5.482253901827e-16      -7.820254502346e-17 
 1361       9.984348491112e-11       3.177965000903e-12      -7.869638338989e-12       1.132757824306e-14       1.774236728675e-15       5.492875982413e-16      -7.758523681533e-17 
 1362       1.000169973231e-10       3.155474660310e-12      -7.883082740486e-12       1.132400074212e-14       1.768978109767e-15       5.503138287981e-16      -7.696320352272e-17 
 1363       1.001907771006e-10       3.132854514538e-12      -7.894707460534e-12       1.132047885396e-14       1.763738089596e-15       5.513030590161e-16      -7.633655831655e-17 
 1364       1.003647065364e-10       3.110112469223e-12      -7.904518485881e-12       1.131701085990e-14       1.758516604225e-15       5.522544314011e-16      -7.570539988051e-17 
 1365       1.005386750942e-10       3.087256298951e-12      -7.912526381971e-12       1.131359496687e-14       1.753313598620e-15       5.531671268856e-16      -7.506982373032e-17 
 1366       1.007125715898e-10       3.064293825264e-12      -7.918741811405e-12       1.131022936973e-14       1.748129016810e-15       5.540403223518e-16      -7.442992600238e-17 
 1367       1.008862841905e-10       3.041232916748e-12      -7.923175534142e-12       1.130691225123e-14       1.742962801880e-15       5.548731906250e-16      -7.378580345495e-17 
 1368       1.010597004132e-10       3.018081489118e-12      -7.925838407696e-12       1.130364178199e-14       1.737814895970e-15       5.556649004663e-16      -7.313755346928e-17 
 1369       1.012327071241e-10       2.994847505308e-12      -7.926741387333e-12       1.130041612051e-14       1.732685240273e-15       5.564146165660e-16      -7.248527405084e-17 
 1370       1.014051905367e-10       2.971538975552e-12      -7.925895526277e-12       1.129723341310e-14       1.727573775033e-15       5.571214995367e-16      -7.182906383041e-17 
 1371       1.015770362111e-10       2.948163957475e-12      -7.923311975902e-12       1.129409179387e-14       1.722480439542e-15       5.577847059058e-16      -7.116902206529e-17 
 1372       1.017481290525e-10       2.924730556177e-12      -7.919001985936e-12       1.129098938472e-14       1.717405172138e-15       5.584033881091e-16      -7.050524864048e-17 
 1373       1.019183533104e-10       2.901246924323e-12      -7.912976904661e-12       1.128792429532e-14       1.712347910204e-15       5.589766944836e-16      -6.983784406978e-17 
 1374       1.020875925771e-10       2.877721262223e-12      -7.905248179105e-12       1.128489462306e-14       1.707308590165e-15       5.595037692607e-16      -6.916690949701e-17 
 1375       1.022557297865e-10       2.854161817924e-12      -7.895827355253e-12       1.128189845306e-14       1.702287147485e-15       5.599837525591e-16      -6.849254669717e-17 
 1376       1.024226472133e-10       2.830576887297e-12      -7.884726078234e-12       1.127893385811e-14       1.697283516666e-15       5.604157803777e-16      -6.781485807758e-17 
 1377       1.025882264713e-10       2.806974814117e-12      -7.871956092531e-12       1.127599889868e-14       1.692297631245e-15       5.607989845892e-16      -6.713394667905e-17 
 1378       1.027523485125e-10       2.783363990157e-12      -7.857529242172e-12       1.127309162288e-14       1.687329423792e-15       5.611324929324e-16      -6.644991617707e-17 
 1379       1.029148936259e-10       2.759752855271e-12      -7.841457470935e-12       1.127021006644e-14       1.682378825910e-15       5.614154290060e-16      -6.576287088295e-17 
 1380       1.030757414364e-10       2.736149897479e-12      -7.823752822543e-12       1.126735225269e-14       1.677445768227e-15       5.616469122611e-16      -6.507291574498e-17 
 1381       1.032347709033e-10       2.712563653056e-12      -7.804427440867e-12       1.126451619253e-14       1.672530180402e-15       5.618260579944e-16      -6.438015634962e-17 
 1382       1.033918603194e-10       2.689002706618e-12      -7.783493570124e-12       1.126169988441e-14       1.667631991115e-15       5.619519773414e-16      -6.368469892264e-17 
 1383       1.035468873098e-10       2.665475691207e-12      -7.760963555075e-12       1.125890131430e-14       1.662751128070e-15       5.620237772691e-16      -6.298665033030e-17 
 1384       1.036997288306e-10       2.641991288382e-12      -7.736849841226e-12       1.125611845568e-14       1.657887517990e-15       5.620405605696e-16      -6.228611808051e-17 
 1385       1.038502611678e-10       2.618558228297e-12      -7.711164975026e-12       1.125334926952e-14       1.653041086617e-15       5.620014258527e-16      -6.158321032399e-17 
 1386       1.039983599359e-10       2.595185289795e-12      -7.683921604067e-12       1.125059170424e-14       1.648211758709e-15       5.619054675388e-16      -6.087803585544e-17 
 1387       1.041439000772e-10       2.571881300494e-12      -7.655132477284e-12       1.124784369567e-14       1.643399458034e-15       5.617517758526e-16      -6.017070411470e-17 
 1388       1.042867558601e-10       2.548655136868e-12      -7.624810445154e-12       1.124510316709e-14       1.638604107376e-15       5.615394368157e-16      -5.946132518793e-17 
 1389       1.044268008781e-10       2.525515724339e-12      -7.592968459892e-12       1.124236802914e-14       1.633825628526e-15       5.612675322394e-16      -5.875000980874e-17 
 1390       1.045639080487e-10       2.502472037362e-12      -7.559619575657e-12       1.123963617983e-14       1.629063942280e-15       5.609351397184e-16      -5.803686935941e-17 
 1391       1.046979496122e-10       2.479533099507e-12      -7.524776948745e-12       1.123690550452e-14       1.624318968443e-15       5.605413326234e-16      -5.732201587197e-17 
 1392       1.048287971305e-10       2.456707983555e-12      -7.488453837791e-12       1.123417387588e-14       1.619590625818e-15       5.600851800942e-16      -5.660556202948e-17 
 1393       1.049563214857e-10       2.434005811575e-12      -7.450663603969e-12       1.123143915386e-14       1.614878832212e-15       5.595657470330e-16      -5.588762116707e-17 
 1394       1.050803928793e-10       2.411435755015e-12      -7.411419711191e-12       1.122869918570e-14       1.610183504429e-15       5.589820940968e-16      -5.516830727320e-17 
 1395       1.052008808308e-10       2.389007034788e-12      -7.370735726303e-12       1.122595180589e-14       1.605504558267e-15       5.583332776915e-16      -5.444773499078e-17 
 1396       1.053176541762e-10       2.366728921360e-12      -7.328625319290e-12       1.122319483612e-14       1.600841908520e-15       5.576183499639e-16      -5.372601961836e-17 
 1397       1.054305810677e-10       2.344610734831e-12      -7.285102263471e-12       1.122042608531e-14       1.596195468974e-15       5.568363587953e-16      -5.300327711124e-17 
 1398       1.055395289715e-10       2.322661845030e-12      -7.240180435700e-12       1.121764334953e-14       1.591565152402e-15       5.559863477945e-16      -5.227962408271e-17 
 1399       1.056443646673e-10       2.300891671592e-12      -7.193873816564e-12       1.121484441202e-14       1.586950870567e-15       5.550673562908e-16      -5.155517780516e-17 
 1400       1.057449542469e-10       2.279309684052e-12      -7.146196490584e-12       1.121202704315e-14       1.582352534215e-15       5.540784193270e-16      -5.083005621128e-17 
 1401       1.058411631128e-10       2.257925401928e-12      -7.097162646415e-12       1.120918900040e-14       1.577770053075e-15       5.530185676525e-16      -5.010437789517e-17 
 1402       1.059328722376e-10       2.236747490902e-12      -7.046788507178e-12       1.120632817617e-14       1.573203343757e-15       5.518874355575e-16      -4.937824930847e-17 
 1403       1.060200271278e-10       2.215781040866e-12      -6.995098143108e-12       1.120344304299e-14       1.568652353534e-15       5.506870913268e-16      -4.865172619997e-17 
 1404       1.061025893686e-10       2.195030259657e-12      -6.942117719933e-12       1.120053221293e-14       1.564117036802e-15       5.494202258652e-16      -4.792485177608e-17 
 1405       1.061805204090e-10       2.174499374419e-12      -6.887873574560e-12       1.119759429014e-14       1.559597347204e-15       5.480895466187e-16      -4.719766946979e-17 
 1406       1.062537815621e-10       2.154192631631e-12      -6.832392215386e-12       1.119462787085e-14       1.555093237625e-15       5.466977776048e-16      -4.647022294110e-17 
 1407       1.063223340052e-10       2.134114297139e-12      -6.775700322623e-12       1.119163154334e-14       1.550604660191e-15       5.452476594422e-16      -4.574255607738e-17 
 1408       1.063861387790e-10       2.114268656191e-12      -6.717824748607e-12       1.118860388794e-14       1.546131566271e-15       5.437419493815e-16      -4.501471299375e-17 
 1409       1.064451567875e-10       2.094660013464e-12      -6.658792518121e-12       1.118554347701e-14       1.541673906469e-15       5.421834213349e-16      -4.428673803347e-17 
 1410       1.064993487985e-10       2.075292693097e-12      -6.598630828707e-12       1.118244887494e-14       1.537231630628e-15       5.405748659066e-16      -4.355867576833e-17 
 1411       1.065486754424e-10       2.056171038725e-12      -6.537367050988e-12       1.117931863812e-14       1.532804687825e-15       5.389190904226e-16      -4.283057099900e-17 
 1412       1.065930972128e-10       2.037299413504e-12      -6.475028728982e-12       1.117615131491e-14       1.528393026370e-15       5.372189189612e-16      -4.210246875547e-17 
 1413       1.066325744658e-10       2.018682200149e-12      -6.411643580422e-12       1.117294544566e-14       1.523996593806e-15       5.354771923830e-16      -4.137441429738e-17 
 1414       1.066670674201e-10       2.000323800960e-12      -6.347239497066e-12       1.116969956268e-14       1.519615336904e-15       5.336967683609e-16      -4.064645311445e-17 
 1415       1.066965361569e-10       1.982228637859e-12      -6.281844545024e-12       1.116641219022e-14       1.515249201663e-15       5.318805214103e-16      -3.991863092681e-17 
 1416       1.067209406192e-10       1.964401152414e-12      -6.215486965068e-12       1.116308184446e-14       1.510898133311e-15       5.300313429194e-16      -3.919099368542e-17 
 1417       1.067402406122e-10       1.946845805877e-12      -6.148195172951e-12       1.115970703352e-14       1.506562076299e-15       5.281521411791e-16      -3.846358757247e-17 
 1418       1.067543958026e-10       1.929567079214e-12      -6.079997759724e-12       1.115628625739e-14       1.502240974299e-15       5.262458414131e-16      -3.773645900171e-17 
 1419       1.067633657189e-10       1.912569473131e-12      -6.010923492054e-12       1.115281800797e-14       1.497934770208e-15       5.243153858084e-16      -3.700965461887e-17 
 1420       1.067671097509e-10       1.895857508112e-12      -5.941001312539e-12       1.114930076903e-14       1.493643406141e-15       5.223637335450e-16      -3.628322130205e-17 
 1421       1.067655871493e-10       1.879435724449e-12      -5.870260340029e-12       1.114573301619e-14       1.489366823430e-15       5.203938608263e-16      -3.555720616206e-17 
 1422       1.067587570261e-10       1.863308682268e-12      -5.798729869938e-12       1.114211321694e-14       1.485104962624e-15       5.184087609090e-16      -3.483165654287e-17 
 1423       1.067465783539e-10       1.847480961569e-12      -5.726439374563e-12       1.113843983058e-14       1.480857763487e-15       5.164114441335e-16      -3.410662002193e-17 
 1424       1.067290099659e-10       1.831957162249e-12      -5.653418503405e-12       1.113471130824e-14       1.476625164994e-15       5.144049379538e-16      -3.338214441058e-17 
 1425       1.067060105559e-10       1.816741904140e-12      -5.579697083478e-12       1.113092609284e-14       1.472407105334e-15       5.123922869678e-16      -3.265827775445e-17 
 1426       1.066775386775e-10       1.801839827034e-12      -5.505305119634e-12       1.112708261910e-14       1.468203521902e-15       5.103765529474e-16      -3.193506833380e-17 
 1427       1.066435527447e-10       1.787255590721e-12      -5.430272794876e-12       1.112317931350e-14       1.464014351303e-15       5.083608148683e-16      -3.121256466396e-17 
 1428       1.066040110310e-10       1.772993875015e-12      -5.354630470675e-12       1.111921459432e-14       1.459839529347e-15       5.063481689409e-16      -3.049081549565e-17 
 1429       1.065588716698e-10       1.759059379788e-12      -5.278408687289e-12       1.111518687153e-14       1.455678991048e-15       5.043417286395e-16      -2.976986981543e-17 
 1430       1.065080926536e-10       1.745456825000e-12      -5.201638164076e-12       1.111109454688e-14       1.451532670624e-15       5.023446247330e-16      -2.904977684602e-17 
 1431       1.064516318346e-10       1.732190950733e-12      -5.124349799819e-12       1.110693601381e-14       1.447400501492e-15       5.003600053151e-16      -2.833058604674e-17 
 1432       1.063894469235e-10       1.719266517218e-12      -5.046574673033e-12       1.110270965746e-14       1.443282416268e-15       4.983910358340e-16      -2.761234711383e-17 
 1433       1.063214954902e-10       1.706688304870e-12      -4.968344042290e-12       1.109841385469e-14       1.439178346767e-15       4.964408991229e-16      -2.689510998091e-17 
 1434       1.062477349632e-10       1.694461114318e-12      -4.889689346532e-12       1.109404697400e-14       1.435088223999e-15       4.945127954298e-16      -2.617892481930e-17 
 1435       1.061681226294e-10       1.682589766435e-12      -4.810642205389e-12       1.108960737557e-14       1.431011978168e-15       4.926099424481e-16      -2.546384203843e-17 
 1436       1.060826156341e-10       1.671079102372e-12      -4.731234419498e-12       1.108509341122e-14       1.426949538670e-15       4.907355753462e-16      -2.474991228623e-17 
 1437       1.059911709804e-10       1.659933983588e-12      -4.651497970816e-12       1.108050342441e-14       1.422900834091e-15       4.888929467980e-16      -2.403718644947e-17 
 1438       1.058937455295e-10       1.649159291880e-12      -4.571465022941e-12       1.107583575021e-14       1.418865792207e-15       4.870853270130e-16      -2.332571565423e-17 
 1439       1.057902960004e-10       1.638759929417e-12      -4.491167921426e-12       1.107108871528e-14       1.414844339982e-15       4.853160037662e-16      -2.261555126618e-17 
 1440       1.056807789693e-10       1.628740818770e-12      -4.410639194100e-12       1.106626063790e-14       1.410836403562e-15       4.835882824284e-16      -2.190674489104e-17 
 1441       1.055651653464e-10       1.619105871959e-12      -4.329910249392e-12       1.106135007269e-14       1.406841914624e-15       4.819044867842e-16      -2.119934850213e-17 
 1442       1.054434839655e-10       1.609854886085e-12      -4.249007456242e-12       1.105635654769e-14       1.402860829469e-15       4.802629503305e-16      -2.049341482370e-17 
 1443       1.053157784361e-10       1.600986616255e-12      -4.167956025037e-12       1.105127983478e-14       1.398893110114e-15       4.786609945022e-16      -1.978899695230e-17 
 1444       1.051820927080e-10       1.592499803677e-12      -4.086781306231e-12       1.104611970551e-14       1.394938717968e-15       4.770959250857e-16      -1.908614823025e-17 
 1445       1.050424710716e-10       1.584393175633e-12      -4.005508790587e-12       1.104087593116e-14       1.390997613829e-15       4.755650321911e-16      -1.838492224606e-17 
 1446       1.048969581587e-10       1.576665445450e-12      -3.924164109419e-12       1.103554828271e-14       1.387069757884e-15       4.740655902253e-16      -1.768537283485e-17 
 1447       1.047455989433e-10       1.569315312473e-12      -3.842773034835e-12       1.103013653084e-14       1.383155109704e-15       4.725948578636e-16      -1.698755407869e-17 
 1448       1.045884387419e-10       1.562341462032e-12      -3.761361479975e-12       1.102464044595e-14       1.379253628246e-15       4.711500780229e-16      -1.629152030705e-17 
 1449       1.044255232144e-10       1.555742565423e-12      -3.679955499257e-12       1.101905979812e-14       1.375365271851e-15       4.697284778336e-16      -1.559732609712e-17 
 1450       1.042568983647e-10       1.549517279871e-12      -3.598581288616e-12       1.101339435716e-14       1.371489998242e-15       4.683272686122e-16      -1.490502627427e-17 
 1451       1.040826105412e-10       1.543664248506e-12      -3.517265185748e-12       1.100764389257e-14       1.367627764524e-15       4.669436458338e-16      -1.421467591238e-17 
 1452       1.039027064378e-10       1.538182100334e-12      -3.436033670352e-12       1.100180817355e-14       1.363778527180e-15       4.655747891042e-16      -1.352633033428e-17 
 1453       1.037172330941e-10       1.533069450208e-12      -3.354913364369e-12       1.099588696902e-14       1.359942242073e-15       4.642178621330e-16      -1.284004511212e-17 
 1454       1.035262378961e-10       1.528324898803e-12      -3.273931032227e-12       1.098988004761e-14       1.356118864442e-15       4.628700127053e-16      -1.215587606774e-17 
 1455       1.033297685774e-10       1.523947032582e-12      -3.193113581080e-12       1.098378717762e-14       1.352308348903e-15       4.615283726543e-16      -1.147387927312e-17 
 1456       1.031278732191e-10       1.519934423774e-12      -3.112488061053e-12       1.097760812708e-14       1.348510649445e-15       4.601900578342e-16      -1.079411105068e-17 
 1457       1.029206002509e-10       1.516285630340e-12      -3.032081665482e-12       1.097134266373e-14       1.344725719429e-15       4.588521680921e-16      -1.011662797378e-17 
 1458       1.027079984516e-10       1.512999195951e-12      -2.951921731156e-12       1.096499055500e-14       1.340953511591e-15       4.575117872405e-16      -9.441486867005e-18 
 1459       1.024901169496e-10       1.510073649955e-12      -2.872035738559e-12       1.095855156802e-14       1.337193978034e-15       4.561659830300e-16      -8.768744806637e-18 
 1460       1.022670052240e-10       1.507507507349e-12      -2.792451312111e-12       1.095202546963e-14       1.333447070233e-15       4.548118071214e-16      -8.098459121001e-18 
 1461       1.020387131048e-10       1.505299268754e-12      -2.713196220414e-12       1.094541202639e-14       1.329712739027e-15       4.534462950583e-16      -7.430687390867e-18 
 1462       1.018052907736e-10       1.503447420384e-12      -2.634298376487e-12       1.093871100453e-14       1.325990934625e-15       4.520664662397e-16      -6.765487449844e-18 
 1463       1.015667887645e-10       1.501950434020e-12      -2.555785838013e-12       1.093192217000e-14       1.322281606598e-15       4.506693238920e-16      -6.102917384769e-18 
 1464       1.013232579644e-10       1.500806766978e-12      -2.477686807580e-12       1.092504528847e-14       1.318584703883e-15       4.492518550416e-16      -5.443035536096e-18 
 1465       1.010747496139e-10       1.500014862084e-12      -2.400029632922e-12       1.091808012528e-14       1.314900174778e-15       4.478110304876e-16      -4.785900498288e-18 
 1466       1.008213153080e-10       1.499573147648e-12      -2.322842807160e-12       1.091102644549e-14       1.311227966941e-15       4.463438047739e-16      -4.131571120208e-18 
 1467       1.005630069963e-10       1.499480037428e-12      -2.246154969046e-12       1.090388401387e-14       1.307568027391e-15       4.448471161616e-16      -3.480106505510e-18 
 1468       1.002998769842e-10       1.499733930610e-12      -2.169994903205e-12       1.089665259487e-14       1.303920302506e-15       4.433178866017e-16      -2.831566013027e-18 
 1469       1.000319779333e-10       1.500333211776e-12      -2.094391540373e-12       1.088933195267e-14       1.300284738020e-15       4.417530217075e-16      -2.186009257166e-18 
 1470       9.975936286176e-11       1.501276250874e-12      -2.019373957644e-12       1.088192185114e-14       1.296661279021e-15       4.401494107265e-16      -1.543496108294e-18 
 1471       9.948208514550e-11       1.502561403196e-12      -1.944971378709e-12       1.087442205383e-14       1.293049869953e-15       4.385039265135e-16      -9.040866931344e-19 
 1472       9.920019851845e-11       1.504187009341e-12      -1.871213174098e-12       1.086683232403e-14       1.289450454614e-15       4.368134255028e-16      -2.678413951514e-19 
 1473       9.891375707330e-11       1.506151395196e-12      -1.798128861421e-12       1.085915242471e-14       1.285862976150e-15       4.350747476805e-16       3.651791450544e-19 
 1474       9.862281526216e-11       1.508452871900e-12      -1.725748105614e-12       1.085138211855e-14       1.282287377061e-15       4.332847165570e-16       9.949140293575e-19 
 1475       9.832742789719e-11       1.511089735822e-12      -1.654100719176e-12       1.084352116791e-14       1.278723599194e-15       4.314401391393e-16       1.621302101716e-18 
 1476       9.802765015124e-11       1.514060268526e-12      -1.583216662413e-12       1.083556933488e-14       1.275171583743e-15       4.295378059037e-16       2.244281947783e-18 
 1477       9.772353755849e-11       1.517362736752e-12      -1.513126043680e-12       1.082752638125e-14       1.271631271249e-15       4.275744907681e-16       2.863791894511e-18 
 1478       9.741514601510e-11       1.520995392377e-12      -1.443859119622e-12       1.081939206848e-14       1.268102601598e-15       4.255469510644e-16       3.479770009766e-18 
 1479       9.710253177987e-11       1.524956472397e-12      -1.375446295417e-12       1.081116615776e-14       1.264585514020e-15       4.234519275108e-16       4.092154101937e-18 
 1480       9.678575672458e-11       1.529243623277e-12      -1.307914800324e-12       1.080284860181e-14       1.261079952202e-15       4.212871314092e-16       4.700885753167e-18 
 1481       9.646490414061e-11       1.533852167864e-12      -1.241278677890e-12       1.079444012248e-14       1.257585879695e-15       4.190542169654e-16       5.305922463460e-18 
 1482       9.614006308986e-11       1.538776821292e-12      -1.175548697306e-12       1.078594163885e-14       1.254103264656e-15       4.167558382878e-16       5.907225625814e-18 
 1483       9.581132317007e-11       1.544012264983e-12      -1.110735669176e-12       1.077735407596e-14       1.250632074748e-15       4.143946648546e-16       6.504756503314e-18 
 1484       9.547877451575e-11       1.549553146592e-12      -1.046850445583e-12       1.076867836477e-14       1.247172277138e-15       4.119733815405e-16       7.098476228966e-18 
 1485       9.514250779916e-11       1.555394079938e-12      -9.839039201472e-13       1.075991544222e-14       1.243723838494e-15       4.094946886432e-16       7.688345805519e-18 
 1486       9.480261423120e-11       1.561529644955e-12      -9.219070280843e-13       1.075106625122e-14       1.240286724985e-15       4.069613019094e-16       8.274326105303e-18 
 1487       9.445918556235e-11       1.567954387623e-12      -8.608707462673e-13       1.074213174063e-14       1.236860902282e-15       4.043759525619e-16       8.856377870057e-18 
 1488       9.411231408361e-11       1.574662819913e-12      -8.008060932854e-13       1.073311286533e-14       1.233446335554e-15       4.017413873256e-16       9.434461710756e-18 
 1489       9.376209262740e-11       1.581649419728e-12      -7.417241295038e-13       1.072401058618e-14       1.230042989468e-15       3.990603684540e-16       1.000853810744e-17 
 1490       9.340861456853e-11       1.588908630841e-12      -6.836359571243e-13       1.071482587006e-14       1.226650828189e-15       3.963356737563e-16       1.057856740907e-17 
 1491       9.305197382512e-11       1.596434862834e-12      -6.265527202443e-13       1.070555968986e-14       1.223269815377e-15       3.935700966228e-16       1.114450983329e-17 
 1492       9.269226485951e-11       1.604222491043e-12      -5.704856049171e-13       1.069621302451e-14       1.219899914186e-15       3.907664460523e-16       1.170632546635e-17 
 1493       9.232958267921e-11       1.612265856494e-12      -5.154458392118e-13       1.068678685898e-14       1.216541087268e-15       3.879275466783e-16       1.226397426286e-17 
 1494       9.196402283782e-11       1.620559265847e-12      -4.614446932727e-13       1.067728218428e-14       1.213193296762e-15       3.850562387951e-16       1.281741604567e-17 
 1495       9.159568143597e-11       1.629096991330e-12      -4.084934793797e-13       1.066769999749e-14       1.209856504304e-15       3.821553783848e-16       1.336661050565e-17 
 1496       9.122465512224e-11       1.637873270687e-12      -3.566035520078e-13       1.065804130176e-14       1.206530671017e-15       3.792278371436e-16       1.391151720158e-17 
 1497       9.085104109412e-11       1.646882307114e-12      -3.057863078873e-13       1.064830710632e-14       1.203215757516e-15       3.762765025081e-16       1.445209555993e-17 
 1498       9.047493709889e-11       1.656118269199e-12      -2.560531860630e-13       1.063849842650e-14       1.199911723902e-15       3.733042776819e-16       1.498830487472e-17 
 1499       9.009644143459e-11       1.665575290864e-12      -2.074156679547e-13       1.062861628371e-14       1.196618529768e-15       3.703140816621e-16       1.552010430733e-17 
 1500       8.971565295093e-11       1.675247471304e-12      -1.598852774169e-13       1.061866170552e-14       1.193336134188e-15       3.673088492658e-16       1.604745288634e-17 
 1501       8.933267105024e-11       1.685128874927e-12      -1.134735807983e-13       1.060863572556e-14       1.190064495725e-15       3.642915311565e-16       1.657030950737e-17 
 1502       8.894759568838e-11       1.695213531297e-12      -6.819218700223e-14       1.059853938365e-14       1.186803572425e-15       3.612650938705e-16       1.708863293289e-17 
 1503       8.856052737570e-11       1.705495435072e-12      -2.405274754585e-14       1.058837372572e-14       1.183553321818e-15       3.582325198436e-16       1.760238179207e-17 
 1504       8.817156717793e-11       1.715968545942e-12       1.893304337946e-14       1.057813980388e-14       1.180313700916e-15       3.551968074374e-16       1.811151458059e-17 
 1505       8.778081671713e-11       1.726626788575e-12       6.075344884849e-14       1.056783867637e-14       1.177084666211e-15       3.521609709657e-16       1.861598966049e-17 
 1506       8.738837817263e-11       1.737464052553e-12       1.013966891424e-13       1.055747140764e-14       1.173866173676e-15       3.491280407213e-16       1.911576525998e-17 
 1507       8.699435428196e-11       1.748474192313e-12       1.408509416886e-13       1.054703906830e-14       1.170658178764e-15       3.461010630022e-16       1.961079947327e-17 
 1508       8.659884834176e-11       1.759651027089e-12       1.791043410013e-13       1.053654273518e-14       1.167460636405e-15       3.430831001379e-16       2.010105026045e-17 
 1509       8.620196420874e-11       1.770988340849e-12       2.161449786213e-13       1.052598349130e-14       1.164273501005e-15       3.400772305164e-16       2.058647544725e-17 
 1510       8.580380630056e-11       1.782479882238e-12       2.519609030563e-13       1.051536242590e-14       1.161096726447e-15       3.370865486103e-16       2.106703272490e-17 
 1511       8.540447959684e-11       1.794119364519e-12       2.865401197212e-13       1.050468063444e-14       1.157930266090e-15       3.341141650032e-16       2.154267964996e-17 
 1512       8.500408964001e-11       1.805900465511e-12       3.198705908779e-13       1.049393921864e-14       1.154774072763e-15       3.311632064166e-16       2.201337364418e-17 
 1513       8.460274253629e-11       1.817816827528e-12       3.519402355756e-13       1.048313928644e-14       1.151628098771e-15       3.282368157359e-16       2.247907199427e-17 
 1514       8.420054495662e-11       1.829862057325e-12       3.827369295911e-13       1.047228195206e-14       1.148492295890e-15       3.253381520370e-16       2.293973185176e-17 
 1515       8.379760413755e-11       1.842029726032e-12       4.122485053689e-13       1.046136833597e-14       1.145366615365e-15       3.224703906132e-16       2.339531023286e-17 
 1516       8.339402788221e-11       1.854313369098e-12       4.404627519611e-13       1.045039956493e-14       1.142251007913e-15       3.196367230010e-16       2.384576401824e-17 
 1517       8.298992456123e-11       1.866706486229e-12       4.673674149678e-13       1.043937677200e-14       1.139145423717e-15       3.168403570070e-16       2.429104995288e-17 
 1518       8.258540311367e-11       1.879202541331e-12       4.929501964771e-13       1.042830109651e-14       1.136049812428e-15       3.140845167342e-16       2.473112464590e-17 
 1519       8.218056791363e-11       1.891795095385e-12       5.172019960294e-13       1.041717372683e-14       1.132964127312e-15       3.113716299867e-16       2.516595086745e-17 
 1520       8.177550331420e-11       1.904478206596e-12       5.401266677662e-13       1.040599602881e-14       1.129888337734e-15       3.087008818701e-16       2.559551650595e-17 
 1521       8.137028895652e-11       1.917246033979e-12       5.617313571183e-13       1.039476941859e-14       1.126822416792e-15       3.060706376862e-16       2.601981579303e-17 
 1522       8.096500489128e-11       1.930092704717e-12       5.820232684164e-13       1.038349531999e-14       1.123766337178e-15       3.034792534014e-16       2.643884302323e-17 
 1523       8.055973157934e-11       1.943012314113e-12       6.010096649998e-13       1.037217516455e-14       1.120720071177e-15       3.009250756309e-16       2.685259255417e-17 
 1524       8.015454989246e-11       1.955998925534e-12       6.186978693248e-13       1.036081039151e-14       1.117683590668e-15       2.984064416230e-16       2.726105880666e-17 
 1525       7.974954111389e-11       1.969046570356e-12       6.350952630738e-13       1.034940244786e-14       1.114656867121e-15       2.959216792434e-16       2.766423626492e-17 
