# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  531       3.417242613579e-10       9.227831181873e-13      -2.991408754779e-12       9.053475488858e-15       6.280863741126e-14       1.122356796078e-15       2.353905549607e-16 
  532       3.418584902687e-10       9.268934909973e-13      -2.822139258579e-12       9.078082650299e-15       6.238850198649e-14       1.118952474110e-15       2.229035727707e-16 
  533       3.419630936745e-10       9.316654622287e-13      -2.652973084706e-12       9.102542260002e-15       6.197191399393e-14       1.116510893334e-15       2.104882322636e-16 
  534       3.420380238194e-10       9.371031153826e-13      -2.484022711266e-12       9.126850443826e-15       6.155882630732e-14       1.115011771324e-15       1.981455887102e-16 
  535       3.420832355542e-10       9.432105126837e-13      -2.315402176580e-12       9.151003290346e-15       6.114919028555e-14       1.114434396192e-15       1.858766958612e-16 
  536       3.420986863533e-10       9.499916948526e-13      -2.147227086190e-12       9.174996850699e-15       6.074295576409e-14       1.114757624383e-15       1.736826059062e-16 
  537       3.420843363315e-10       9.574506808784e-13      -1.979614619868e-12       9.198827138444e-15       6.034007104623e-14       1.115959878470e-15       1.615643694333e-16 
  538       3.420401482606e-10       9.655914677907e-13      -1.812683538622e-12       9.222490129409e-15       5.994048289449e-14       1.118019144945e-15       1.495230353879e-16 
  539       3.419660875866e-10       9.744180304330e-13      -1.646554191703e-12       9.245981761552e-15       5.954413652190e-14       1.120912972013e-15       1.375596510326e-16 
  540       3.418621224460e-10       9.839343212342e-13      -1.481348523612e-12       9.269297934806e-15       5.915097558340e-14       1.124618467390e-15       1.256752619061e-16 
  541       3.417282236829e-10       9.941442699815e-13      -1.317190081107e-12       9.292434510940e-15       5.876094216712e-14       1.129112296092e-15       1.138709117825e-16 
  542       3.415643648655e-10       1.005051783593e-12      -1.154204020212e-12       9.315387313408e-15       5.837397678575e-14       1.134370678228e-15       1.021476426308e-16 
  543       3.413705223034e-10       1.016660745889e-12      -9.925171132219e-13       9.338152127202e-15       5.799001836787e-14       1.140369386801e-15       9.050649457416e-17 
  544       3.411467305298e-10       1.028973568873e-12      -8.322460168061e-13       9.360725252351e-15       5.760901376918e-14       1.147086845266e-15       7.894835658396e-17 
  545       3.408932503483e-10       1.041986804413e-12      -6.734617170457e-13       9.383105180985e-15       5.723094660359e-14       1.154513515821e-15       6.747351425351e-17 
  546       3.406104053165e-10       1.055695414681e-12      -5.162241468026e-13       9.405290964855e-15       5.685580916652e-14       1.162642757988e-15       5.608208984288e-17 
  547       3.402985267253e-10       1.070094209215e-12      -3.605938408015e-13       9.427281665832e-15       5.648359298005e-14       1.171467750620e-15       4.477419034841e-17 
  548       3.399579536391e-10       1.085177844101e-12      -2.066319378854e-13       9.449076355979e-15       5.611428878803e-14       1.180981490949e-15       3.354990740159e-17 
  549       3.395890329339e-10       1.100940821162e-12      -5.440018327170e-14       9.470674117634e-15       5.574788655134e-14       1.191176793631e-15       2.240931716796e-17 
  550       3.391921193377e-10       1.117377487143e-12       9.603906919232e-14       9.492074043485e-15       5.538437544307e-14       1.202046289800e-15       1.135248024596e-17 
  551       3.387675754686e-10       1.134482032900e-12       2.446228547735e-13       9.513275236646e-15       5.502374384367e-14       1.213582426114e-15       3.794415658574e-19 
  552       3.383157718751e-10       1.152248492580e-12       3.912875955970e-13       9.534276810736e-15       5.466597933617e-14       1.225777463801e-15      -1.050976971140e-17 
  553       3.378370870745e-10       1.170670742813e-12       5.359690983906e-13       9.555077889958e-15       5.431106870138e-14       1.238623477710e-15      -2.131514029529e-17 
  554       3.373319075927e-10       1.189742501896e-12       6.786025522289e-13       9.575677609174e-15       5.395899791307e-14       1.252112355360e-15      -3.203667286684e-17 
  555       3.368006280030e-10       1.209457328980e-12       8.191225262775e-13       9.596075113983e-15       5.360975213313e-14       1.266235795986e-15      -4.267438617972e-17 
  556       3.362436509657e-10       1.229808623253e-12       9.574629675371e-13       9.616269560799e-15       5.326331570683e-14       1.280985309589e-15      -5.322831516137e-17 
  557       3.356613872671e-10       1.250789623133e-12       1.093557198588e-12       9.636260116929e-15       5.291967215794e-14       1.296352215984e-15      -6.369851101414e-17 
  558       3.350542558589e-10       1.272393405445e-12       1.227337915333e-12       9.656045960649e-15       5.257880418395e-14       1.312327643848e-15      -7.408504131636e-17 
  559       3.344226838972e-10       1.294612884615e-12       1.358737184745e-12       9.675626281282e-15       5.224069365129e-14       1.328902529769e-15      -8.438799012351e-17 
  560       3.337671067822e-10       1.317440811853e-12       1.487686442606e-12       9.695000279279e-15       5.190532159046e-14       1.346067617295e-15      -9.460745806927e-17 
  561       3.330879681967e-10       1.340869774340e-12       1.614116491257e-12       9.714167166289e-15       5.157266819126e-14       1.363813455980e-15      -1.047435624667e-16 
  562       3.323857201462e-10       1.364892194410e-12       1.737957497338e-12       9.733126165242e-15       5.124271279798e-14       1.382130400436e-15      -1.147964374093e-16 
  563       3.316608229973e-10       1.389500328745e-12       1.859138989532e-12       9.751876510427e-15       5.091543390457e-14       1.401008609376e-15      -1.247662338722e-16 
  564       3.309137455177e-10       1.414686267551e-12       1.977589856314e-12       9.770417447567e-15       5.059080914986e-14       1.420438044669e-15      -1.346531198131e-16 
  565       3.301449649148e-10       1.440441933754e-12       2.093238343691e-12       9.788748233895e-15       5.026881531272e-14       1.440408470384e-15      -1.444572802737e-16 
  566       3.293549668754e-10       1.466759082178e-12       2.206012052945e-12       9.806868138237e-15       4.994942830728e-14       1.460909451839e-15      -1.541789174806e-16 
  567       3.285442456047e-10       1.493629298734e-12       2.315837938381e-12       9.824776441083e-15       4.963262317808e-14       1.481930354650e-15      -1.638182509463e-16 
  568       3.277133038654e-10       1.521043999610e-12       2.422642305071e-12       9.842472434671e-15       4.931837409531e-14       1.503460343780e-15      -1.733755175705e-16 
  569       3.268626530175e-10       1.548994430451e-12       2.526350806595e-12       9.859955423058e-15       4.900665434996e-14       1.525488382586e-15      -1.828509717413e-16 
  570       3.259928130568e-10       1.577471665549e-12       2.626888442788e-12       9.877224722202e-15       4.869743634904e-14       1.548003231868e-15      -1.922448854360e-16 
  571       3.251043126546e-10       1.606466607029e-12       2.724179557482e-12       9.894279660039e-15       4.839069161075e-14       1.570993448918e-15      -2.015575483227e-16 
  572       3.241976891971e-10       1.635969984034e-12       2.818147836251e-12       9.911119576558e-15       4.808639075967e-14       1.594447386567e-15      -2.107892678609e-16 
  573       3.232734888238e-10       1.665972351910e-12       2.908716304159e-12       9.927743823881e-15       4.778450352198e-14       1.618353192236e-15      -2.199403694028e-16 
  574       3.223322664679e-10       1.696464091396e-12       2.995807323497e-12       9.944151766339e-15       4.748499872060e-14       1.642698806979e-15      -2.290111962946e-16 
  575       3.213745858947e-10       1.727435407807e-12       3.079342591533e-12       9.960342780550e-15       4.718784427044e-14       1.667471964540e-15      -2.380021099774e-16 
  576       3.204010197408e-10       1.758876330221e-12       3.159243138254e-12       9.976316255497e-15       4.689300717353e-14       1.692660190391e-15      -2.469134900884e-16 
  577       3.194121495542e-10       1.790776710667e-12       3.235429324110e-12       9.992071592604e-15       4.660045351426e-14       1.718250800791e-15      -2.557457345621e-16 
  578       3.184085658324e-10       1.823126223306e-12       3.307820837759e-12       1.000760820582e-14       4.631014845455e-14       1.744230901825e-15      -2.644992597310e-16 
  579       3.173908680625e-10       1.855914363625e-12       3.376336693810e-12       1.002292552167e-14       4.602205622904e-14       1.770587388460e-15      -2.731745004275e-16 
  580       3.163596647601e-10       1.889130447616e-12       3.440895230569e-12       1.003802297939e-14       4.573614014028e-14       1.797306943586e-15      -2.817719100841e-16 
  581       3.153155735084e-10       1.922763610965e-12       3.501414107783e-12       1.005290003094e-14       4.545236255391e-14       1.824376037072e-15      -2.902919608353e-16 
  582       3.142592209978e-10       1.956802808240e-12       3.557810304380e-12       1.006755614111e-14       4.517068489389e-14       1.851780924808e-15      -2.987351436182e-16 
  583       3.131912156716e-10       1.991236743439e-12       3.610013423510e-12       1.008199116240e-14       4.489107343749e-14       1.879509285766e-15      -3.071017208691e-16 
  584       3.121120648344e-10       2.026053661378e-12       3.658005977357e-12       1.009620646967e-14       4.461351686918e-14       1.907555180019e-15      -3.153909776203e-16 
  585       3.110222555507e-10       2.061241549490e-12       3.701784104247e-12       1.011020385399e-14       4.433800915578e-14       1.935914212698e-15      -3.236019518941e-16 
  586       3.099222818798e-10       2.096788205142e-12       3.741344354857e-12       1.012398515062e-14       4.406454378357e-14       1.964581906823e-15      -3.317336804287e-16 
  587       3.088126449059e-10       2.132681234809e-12       3.776683694655e-12       1.013755223918e-14       4.379311375547e-14       1.993553702927e-15      -3.397851986916e-16 
  588       3.076938527673e-10       2.168908053225e-12       3.807799506328e-12       1.015090704391e-14       4.352371158831e-14       2.022824958681e-15      -3.477555408939e-16 
  589       3.065664206863e-10       2.205455882553e-12       3.834689592222e-12       1.016405153386e-14       4.325632931007e-14       2.052390948519e-15      -3.556437400040e-16 
  590       3.054308709984e-10       2.242311751543e-12       3.857352176772e-12       1.017698772310e-14       4.299095845709e-14       2.082246863267e-15      -3.634488277618e-16 
  591       3.042877331822e-10       2.279462494695e-12       3.875785908938e-12       1.018971767092e-14       4.272759007131e-14       2.112387809766e-15      -3.711698346923e-16 
  592       3.031375438888e-10       2.316894751422e-12       3.889989864643e-12       1.020224348205e-14       4.246621469755e-14       2.142808810499e-15      -3.788057901196e-16 
  593       3.019808469715e-10       2.354594965209e-12       3.899963549199e-12       1.021456730688e-14       4.220682238066e-14       2.173504803214e-15      -3.863557221810e-16 
  594       3.008181935153e-10       2.392549382780e-12       3.905706899751e-12       1.022669134164e-14       4.194940266283e-14       2.204470640555e-15      -3.938186578408e-16 
  595       2.996501418665e-10       2.430744053254e-12       3.907220287703e-12       1.023861782864e-14       4.169394458080e-14       2.235701089682e-15      -4.011936229041e-16 
  596       2.984772576625e-10       2.469164827311e-12       3.904504521159e-12       1.025034905647e-14       4.144043666306e-14       2.267190831900e-15      -4.084796420308e-16 
  597       2.973001138607e-10       2.507797356355e-12       3.897560847353e-12       1.026188736018e-14       4.118886692716e-14       2.298934462285e-15      -4.156757387496e-16 
  598       2.961192907691e-10       2.546627091670e-12       3.886390955086e-12       1.027323512155e-14       4.093922287686e-14       2.330926489308e-15      -4.227809354720e-16 
  599       2.949353760750e-10       2.585639283590e-12       3.870996977157e-12       1.028439476925e-14       4.069149149944e-14       2.363161334461e-15      -4.297942535057e-16 
  600       2.937489648750e-10       2.624818980655e-12       3.851381492802e-12       1.029536877906e-14       4.044565926286e-14       2.395633331883e-15      -4.367147130694e-16 
  601       2.925606597046e-10       2.664151028774e-12       3.827547530126e-12       1.030615967409e-14       4.020171211308e-14       2.428336727986e-15      -4.435413333057e-16 
  602       2.913710705675e-10       2.703620070389e-12       3.799498568535e-12       1.031677002498e-14       3.995963547122e-14       2.461265681082e-15      -4.502731322958e-16 
  603       2.901808149656e-10       2.743210543637e-12       3.767238541177e-12       1.032720245013e-14       3.971941423083e-14       2.494414261005e-15      -4.569091270732e-16 
  604       2.889905179281e-10       2.782906681509e-12       3.730771837367e-12       1.033745961587e-14       3.948103275511e-14       2.527776448741e-15      -4.634483336373e-16 
  605       2.878008120415e-10       2.822692511016e-12       3.690103305032e-12       1.034754423670e-14       3.924447487419e-14       2.561346136049e-15      -4.698897669679e-16 
  606       2.866123374789e-10       2.862551852347e-12       3.645238253135e-12       1.035745907551e-14       3.900972388228e-14       2.595117125092e-15      -4.762324410386e-16 
  607       2.854257420299e-10       2.902468318033e-12       3.596182454118e-12       1.036720694375e-14       3.877676253499e-14       2.629083128058e-15      -4.824753688309e-16 
  608       2.842416811298e-10       2.942425312110e-12       3.542942146330e-12       1.037679070168e-14       3.854557304650e-14       2.663237766790e-15      -4.886175623481e-16 
  609       2.830608178893e-10       2.982406029280e-12       3.485524036467e-12       1.038621325853e-14       3.831613708685e-14       2.697574572408e-15      -4.946580326295e-16 
  610       2.818838231243e-10       3.022393454072e-12       3.423935302001e-12       1.039547757278e-14       3.808843577912e-14       2.732086984935e-15      -5.005957897638e-16 
  611       2.807113753852e-10       3.062370360005e-12       3.358183593617e-12       1.040458665231e-14       3.786244969672e-14       2.766768352927e-15      -5.064298429034e-16 
  612       2.795441609867e-10       3.102319308749e-12       3.288277037650e-12       1.041354355463e-14       3.763815886056e-14       2.801611933094e-15      -5.121592002781e-16 
  613       2.783828740373e-10       3.142222649290e-12       3.214224238513e-12       1.042235138708e-14       3.741554273637e-14       2.836610889926e-15      -5.177828692093e-16 
  614       2.772282164688e-10       3.182062517089e-12       3.136034281137e-12       1.043101330708e-14       3.719458023184e-14       2.871758295322e-15      -5.232998561236e-16 
  615       2.760808980659e-10       3.221820833244e-12       3.053716733403e-12       1.043953252227e-14       3.697524969392e-14       2.907047128212e-15      -5.287091665668e-16 
  616       2.749416364959e-10       3.261479303653e-12       2.967281648576e-12       1.044791229079e-14       3.675752890604e-14       2.942470274187e-15      -5.340098052180e-16 
  617       2.738111573383e-10       3.301019418176e-12       2.876739567743e-12       1.045615592144e-14       3.654139508534e-14       2.978020525120e-15      -5.392007759033e-16 
  618       2.726901941140e-10       3.340422449798e-12       2.782101522240e-12       1.046426677392e-14       3.632682487989e-14       3.013690578795e-15      -5.442810816100e-16 
  619       2.715794883156e-10       3.379669453788e-12       2.683379036095e-12       1.047224825901e-14       3.611379436595e-14       3.049473038529e-15      -5.492497244999e-16 
  620       2.704797894363e-10       3.418741266864e-12       2.580584128457e-12       1.048010383881e-14       3.590227904521e-14       3.085360412805e-15      -5.541057059242e-16 
  621       2.693918549997e-10       3.457618506353e-12       2.473729316029e-12       1.048783702692e-14       3.569225384198e-14       3.121345114888e-15      -5.588480264363e-16 
  622       2.683163724432e-10       3.496283046051e-12       2.362834461877e-12       1.049545132378e-14       3.548369674279e-14       3.157418558384e-15      -5.634760074589e-16 
  623       2.672537226988e-10       3.534722483464e-12       2.247947493072e-12       1.050295002041e-14       3.527659981427e-14       3.193568421377e-15      -5.679902645282e-16 
  624       2.662042111324e-10       3.572925775555e-12       2.129124173176e-12       1.051033639045e-14       3.507095843789e-14       3.229781317459e-15      -5.723917568756e-16 
  625       2.651681451940e-10       3.610881771145e-12       2.006421304349e-12       1.051761375487e-14       3.486676768937e-14       3.266043693354e-15      -5.766814679523e-16 
  626       2.641458344237e-10       3.648579210527e-12       1.879896731909e-12       1.052478548215e-14       3.466402233703e-14       3.302341828261e-15      -5.808604055430e-16 
  627       2.631375904564e-10       3.686006725091e-12       1.749609348877e-12       1.053185498846e-14       3.446271684017e-14       3.338661833200e-15      -5.849296018793e-16 
  628       2.621437270275e-10       3.723152836938e-12       1.615619100541e-12       1.053882573784e-14       3.426284534742e-14       3.374989650358e-15      -5.888901137535e-16 
  629       2.611645599782e-10       3.760005958500e-12       1.477986989006e-12       1.054570124244e-14       3.406440169511e-14       3.411311052436e-15      -5.927430226316e-16 
  630       2.602004072610e-10       3.796554392165e-12       1.336775077746e-12       1.055248506264e-14       3.386737940563e-14       3.447611641992e-15      -5.964894347674e-16 
  631       2.592515889451e-10       3.832786329888e-12       1.192046496166e-12       1.055918080728e-14       3.367177168578e-14       3.483876850790e-15      -6.001304813157e-16 
  632       2.583184272213e-10       3.868689852817e-12       1.043865444148e-12       1.056579213387e-14       3.347757142517e-14       3.520091939143e-15      -6.036673184457e-16 
  633       2.574012464083e-10       3.904252930907e-12       8.922971966116e-13       1.057232274871e-14       3.328477119454e-14       3.556241995262e-15      -6.071011274549e-16 
  634       2.565003729572e-10       3.939463422544e-12       7.374081080664e-13       1.057877640715e-14       3.309336324413e-14       3.592311934597e-15      -6.104331148825e-16 
  635       2.556161354572e-10       3.974309074162e-12       5.792656171661e-13       1.058515691375e-14       3.290333950209e-14       3.628286499186e-15      -6.136645126226e-16 
  636       2.547488646412e-10       4.008777519861e-12       4.179382512636e-13       1.059146812245e-14       3.271469157275e-14       3.664150257002e-15      -6.167965780383e-16 
  637       2.538988933909e-10       4.042856281030e-12       2.534956309652e-13       1.059771393682e-14       3.252741073510e-14       3.699887601294e-15      -6.198305940745e-16 
  638       2.530665567423e-10       4.076532765961e-12       8.600847468568e-14       1.060389831017e-14       3.234148794105e-14       3.735482749939e-15      -6.227678693723e-16 
  639       2.522521918910e-10       4.109794269473e-12      -8.445139679791e-14       1.061002524579e-14       3.215691381383e-14       3.770919744781e-15      -6.256097383816e-16 
  640       2.514561381977e-10       4.142627972531e-12      -2.578110557912e-13       1.061609879714e-14       3.197367864639e-14       3.806182450982e-15      -6.283575614755e-16 
  641       2.506787371936e-10       4.175020941860e-12      -4.339964631284e-13       1.062212306803e-14       3.179177239970e-14       3.841254556365e-15      -6.310127250631e-16 
  642       2.499203325856e-10       4.206960129572e-12      -6.129324636172e-13       1.062810221278e-14       3.161118470115e-14       3.876119570762e-15      -6.335766417035e-16 
  643       2.491812702617e-10       4.238432372780e-12      -7.945427814849e-13       1.063404043647e-14       3.143190484291e-14       3.910760825356e-15      -6.360507502190e-16 
  644       2.484618982967e-10       4.269424393218e-12      -9.787500158236e-13       1.063994199508e-14       3.125392178027e-14       3.945161472031e-15      -6.384365158090e-16 
  645       2.477625669571e-10       4.299922796861e-12      -1.165475636036e-12       1.064581119569e-14       3.107722413004e-14       3.979304482715e-15      -6.407354301630e-16 
  646       2.470836287070e-10       4.329914073546e-12      -1.354639977279e-12       1.065165239670e-14       3.090180016888e-14       4.013172648726e-15      -6.429490115747e-16 
  647       2.464254382129e-10       4.359384596588e-12      -1.546162235914e-12       1.065747000797e-14       3.072763783167e-14       4.046748580120e-15      -6.450788050551e-16 
  648       2.457883523498e-10       4.388320622401e-12      -1.739960464945e-12       1.066326849103e-14       3.055472470989e-14       4.080014705034e-15      -6.471263824463e-16 
  649       2.451727302057e-10       4.416708290117e-12      -1.935951569473e-12       1.066905235931e-14       3.038304804996e-14       4.112953269032e-15      -6.490933425347e-16 
  650       2.445789330879e-10       4.444533621206e-12      -2.134051302132e-12       1.067482617826e-14       3.021259475162e-14       4.145546334452e-15      -6.509813111649e-16 
  651       2.440073245277e-10       4.471782519095e-12      -2.334174258542e-12       1.068059456559e-14       3.004335136628e-14       4.177775779752e-15      -6.527919413530e-16 
  652       2.434582702861e-10       4.498440768786e-12      -2.536233872751e-12       1.068636219142e-14       2.987530409539e-14       4.209623298854e-15      -6.545269134001e-16 
  653       2.429321383591e-10       4.524494036477e-12      -2.740142412683e-12       1.069213377853e-14       2.970843878880e-14       4.241070400492e-15      -6.561879350061e-16 
  654       2.424292989831e-10       4.549927869180e-12      -2.945810975577e-12       1.069791410247e-14       2.954274094311e-14       4.272098407555e-15      -6.577767413827e-16 
  655       2.419501246401e-10       4.574727694341e-12      -3.153149483443e-12       1.070370799181e-14       2.937819570007e-14       4.302688456435e-15      -6.592950953674e-16 
  656       2.414949900636e-10       4.598878819460e-12      -3.362066678497e-12       1.070952032833e-14       2.921478784490e-14       4.332821496371e-15      -6.607447875371e-16 
  657       2.410642722434e-10       4.622366431707e-12      -3.572470118615e-12       1.071535604715e-14       2.905250180468e-14       4.362478288798e-15      -6.621276363210e-16 
  658       2.406583504312e-10       4.645175597547e-12      -3.784266172770e-12       1.072122013698e-14       2.889132164671e-14       4.391639406687e-15      -6.634454881147e-16 
  659       2.402776061462e-10       4.667291262353e-12      -3.997360016486e-12       1.072711764030e-14       2.873123107684e-14       4.420285233898e-15      -6.647002173937e-16 
  660       2.399224231800e-10       4.688698250030e-12      -4.211655627279e-12       1.073305365352e-14       2.857221343788e-14       4.448395964519e-15      -6.658937268264e-16 
  661       2.395931121013e-10       4.709383427373e-12      -4.427059267167e-12       1.073903285688e-14       2.841425404961e-14       4.475956015872e-15      -6.670274919532e-16 
  662       2.392896819300e-10       4.729342250301e-12      -4.643490023725e-12       1.074505809239e-14       2.825734728877e-14       4.502967375665e-15      -6.681011839696e-16 
  663       2.390120634385e-10       4.748572361229e-12      -4.860869492471e-12       1.075113175489e-14       2.810148966197e-14       4.529436547875e-15      -6.691140167973e-16 
  664       2.387601841819e-10       4.767071437606e-12      -5.079118307259e-12       1.075725625960e-14       2.794667747715e-14       4.555370166293e-15      -6.700651997580e-16 
  665       2.385339684822e-10       4.784837192131e-12      -5.298156136677e-12       1.076343404217e-14       2.779290684259e-14       4.580774995084e-15      -6.709539375623e-16 
  666       2.383333374136e-10       4.801867372964e-12      -5.517901680454e-12       1.076966755876e-14       2.764017366590e-14       4.605657929340e-15      -6.717794302977e-16 
  667       2.381582087867e-10       4.818159763941e-12      -5.738272665855e-12       1.077595928606e-14       2.748847365306e-14       4.630025995637e-15      -6.725408734180e-16 
  668       2.380084971333e-10       4.833712184783e-12      -5.959185844090e-12       1.078231172140e-14       2.733780230738e-14       4.653886352594e-15      -6.732374577314e-16 
  669       2.378841136915e-10       4.848522491315e-12      -6.180556986711e-12       1.078872738277e-14       2.718815492855e-14       4.677246291424e-15      -6.738683693894e-16 
  670       2.377849663894e-10       4.862588575673e-12      -6.402300882014e-12       1.079520880890e-14       2.703952661159e-14       4.700113236493e-15      -6.744327898753e-16 
  671       2.377109598309e-10       4.875908366520e-12      -6.624331331442e-12       1.080175855932e-14       2.689191224592e-14       4.722494745878e-15      -6.749298959929e-16 
  672       2.376619952795e-10       4.888479829260e-12      -6.846561145989e-12       1.080837921441e-14       2.674530651433e-14       4.744398511917e-15      -6.753588598548e-16 
  673       2.376379706436e-10       4.900300966246e-12      -7.068902142596e-12       1.081507337548e-14       2.659970389195e-14       4.765832361774e-15      -6.757188488718e-16 
  674       2.376387804607e-10       4.911369817000e-12      -7.291265140558e-12       1.082184366482e-14       2.645509864533e-14       4.786804257985e-15      -6.760090257406e-16 
  675       2.376643158824e-10       4.921684458420e-12      -7.513559957923e-12       1.082869272574e-14       2.631148483139e-14       4.807322299024e-15      -6.762285484332e-16 
  676       2.377144646590e-10       4.931243004995e-12      -7.735695407896e-12       1.083562322266e-14       2.616885629645e-14       4.827394719851e-15      -6.763765701850e-16 
  677       2.377891111240e-10       4.940043609018e-12      -7.957579295237e-12       1.084263784117e-14       2.602720667521e-14       4.847029892473e-15      -6.764522394837e-16 
  678       2.378881361790e-10       4.948084460801e-12      -8.179118412666e-12       1.084973928806e-14       2.588652938979e-14       4.866236326500e-15      -6.764547000578e-16 
  679       2.380114172783e-10       4.955363788884e-12      -8.400218537265e-12       1.085693029141e-14       2.574681764869e-14       4.885022669696e-15      -6.763830908654e-16 
  680       2.381588284135e-10       4.961879860250e-12      -8.620784426878e-12       1.086421360066e-14       2.560806444585e-14       4.903397708542e-15      -6.762365460826e-16 
  681       2.383302400984e-10       4.967630980538e-12      -8.840719816512e-12       1.087159198663e-14       2.547026255960e-14       4.921370368789e-15      -6.760141950923e-16 
  682       2.385255193534e-10       4.972615494255e-12      -9.059927414743e-12       1.087906824159e-14       2.533340455171e-14       4.938949716012e-15      -6.757151624728e-16 
  683       2.387445296904e-10       4.976831784992e-12      -9.278308900111e-12       1.088664517938e-14       2.519748276637e-14       4.956144956169e-15      -6.753385679862e-16 
  684       2.389871310971e-10       4.980278275631e-12      -9.495764917530e-12       1.089432563537e-14       2.506248932917e-14       4.972965436159e-15      -6.748835265676e-16 
  685       2.392531800224e-10       4.982953428565e-12      -9.712195074682e-12       1.090211246661e-14       2.492841614618e-14       4.989420644372e-15      -6.743491483130e-16 
  686       2.395425293603e-10       4.984855745904e-12      -9.927497938423e-12       1.091000855184e-14       2.479525490289e-14       5.005520211249e-15      -6.737345384685e-16 
  687       2.398550284349e-10       4.985983769695e-12      -1.014157103119e-11       1.091801679156e-14       2.466299706321e-14       5.021273909840e-15      -6.730387974186e-16 
  688       2.401905229854e-10       4.986336082127e-12      -1.035431082738e-11       1.092614010812e-14       2.453163386854e-14       5.036691656356e-15      -6.722610206749e-16 
  689       2.405488551502e-10       4.985911305753e-12      -1.056561274978e-11       1.093438144573e-14       2.440115633670e-14       5.051783510727e-15      -6.714002988649e-16 
  690       2.409298634519e-10       4.984708103694e-12      -1.077537116597e-11       1.094274377055e-14       2.427155526099e-14       5.066559677159e-15      -6.704557177205e-16 
  691       2.413333827819e-10       4.982725179859e-12      -1.098347938469e-11       1.095123007076e-14       2.414282120916e-14       5.081030504688e-15      -6.694263580664e-16 
  692       2.417592443851e-10       4.979961279152e-12      -1.118982965228e-11       1.095984335659e-14       2.401494452244e-14       5.095206487737e-15      -6.683112958094e-16 
  693       2.422072758446e-10       4.976415187691e-12      -1.139431314904e-11       1.096858666043e-14       2.388791531452e-14       5.109098266676e-15      -6.671096019260e-16 
  694       2.426773010665e-10       4.972085733017e-12      -1.159681998569e-11       1.097746303681e-14       2.376172347057e-14       5.122716628369e-15      -6.658203424521e-16 
  695       2.431691402640e-10       4.966971784305e-12      -1.179723919972e-11       1.098647556255e-14       2.363635864625e-14       5.136072506739e-15      -6.644425784708e-16 
  696       2.436826099430e-10       4.961072252585e-12      -1.199545875182e-11       1.099562733676e-14       2.351181026669e-14       5.149176983322e-15      -6.629753661017e-16 
  697       2.442175228860e-10       4.954386090944e-12      -1.219136552226e-11       1.100492148092e-14       2.338806752554e-14       5.162041287818e-15      -6.614177564889e-16 
  698       2.447736881371e-10       4.946912294749e-12      -1.238484530731e-11       1.101436113896e-14       2.326511938392e-14       5.174676798653e-15      -6.597687957901e-16 
  699       2.453509109867e-10       4.938649901852e-12      -1.257578281564e-11       1.102394947727e-14       2.314295456946e-14       5.187095043535e-15      -6.580275251649e-16 
  700       2.459489652535e-10       4.929599501617e-12      -1.276407300055e-11       1.103368911410e-14       2.302156311262e-14       5.199305183133e-15      -6.561933901316e-16 
  701       2.465675095292e-10       4.919767796033e-12      -1.294965532289e-11       1.104358039439e-14       2.290094099279e-14       5.211306403494e-15      -6.542674780160e-16 
  702       2.472061691588e-10       4.909163134032e-12      -1.313248019474e-11       1.105362307911e-14       2.278108558697e-14       5.223095366260e-15      -6.522513062564e-16 
  703       2.478645637632e-10       4.897794011862e-12      -1.331249770738e-11       1.106381691262e-14       2.266199414065e-14       5.234668711131e-15      -6.501464154589e-16 
  704       2.485423072170e-10       4.885669073670e-12      -1.348965763046e-11       1.107416162260e-14       2.254366376714e-14       5.246023055805e-15      -6.479543694860e-16 
  705       2.492390076267e-10       4.872797112087e-12      -1.366390941116e-11       1.108465692000e-14       2.242609144700e-14       5.257154995919e-15      -6.456767555451e-16 
  706       2.499542673081e-10       4.859187068806e-12      -1.383520217340e-11       1.109530249892e-14       2.230927402738e-14       5.268061104989e-15      -6.433151842777e-16 
  707       2.506876827646e-10       4.844848035164e-12      -1.400348471697e-11       1.110609803654e-14       2.219320822141e-14       5.278737934350e-15      -6.408712898478e-16 
  708       2.514388446650e-10       4.829789252729e-12      -1.416870551675e-11       1.111704319305e-14       2.207789060761e-14       5.289182013098e-15      -6.383467300309e-16 
  709       2.522073378213e-10       4.814020113876e-12      -1.433081272184e-11       1.112813761158e-14       2.196331762922e-14       5.299389848031e-15      -6.357431863023e-16 
  710       2.529927411669e-10       4.797550162371e-12      -1.448975415479e-11       1.113938091809e-14       2.184948559363e-14       5.309357923587e-15      -6.330623639265e-16 
  711       2.537946277339e-10       4.780389093954e-12      -1.464547731069e-11       1.115077272134e-14       2.173639067173e-14       5.319082701788e-15      -6.303059920453e-16 
