# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  403       2.267832316341e-10       2.861351782385e-12      -9.583975621513e-13       0.000000000000e+00       1.639189895906e-13       1.867329858044e-14       1.994190092160e-15 
  404       2.264174321491e-10       2.856605055654e-12      -1.204693665135e-12       0.000000000000e+00       1.625482963052e-13       1.832351555882e-14       1.983173086608e-15 
  405       2.261050056601e-10       2.851339346788e-12      -1.449409863359e-12       0.000000000000e+00       1.611921490296e-13       1.797922608524e-14       1.972047289190e-15 
  406       2.258454385210e-10       2.845557540510e-12      -1.692454488224e-12       0.000000000000e+00       1.598504232091e-13       1.764035933433e-14       1.960813971610e-15 
  407       2.256381937341e-10       2.839262672323e-12      -1.933734762395e-12       0.000000000000e+00       1.585229859340e-13       1.730684129324e-14       1.949474429588e-15 
  408       2.254827107772e-10       2.832457929604e-12      -2.173156794766e-12       0.000000000000e+00       1.572096958739e-13       1.697859473771e-14       1.938029982978e-15 
  409       2.253784054310e-10       2.825146652690e-12      -2.410625575444e-12       0.000000000000e+00       1.559104032101e-13       1.665553920815e-14       1.926481975878e-15 
  410       2.253246696064e-10       2.817332335972e-12      -2.646044970720e-12       0.000000000000e+00       1.546249495699e-13       1.633759098578e-14       1.914831776745e-15 
  411       2.253208711715e-10       2.809018628984e-12      -2.879317718042e-12       0.000000000000e+00       1.533531679592e-13       1.602466306869e-14       1.903080778514e-15 
  412       2.253663537793e-10       2.800209337493e-12      -3.110345420997e-12       0.000000000000e+00       1.520948826964e-13       1.571666514793e-14       1.891230398707e-15 
  413       2.254604366946e-10       2.790908424592e-12      -3.339028544278e-12       0.000000000000e+00       1.508499093455e-13       1.541350358366e-14       1.879282079551e-15 
  414       2.256024146216e-10       2.781120011787e-12      -3.565266408664e-12       0.000000000000e+00       1.496180546494e-13       1.511508138119e-14       1.867237288089e-15 
  415       2.257915575306e-10       2.770848380090e-12      -3.788957185995e-12       0.000000000000e+00       1.483991164636e-13       1.482129816711e-14       1.855097516299e-15 
  416       2.260271104861e-10       2.760097971109e-12      -4.009997894145e-12       0.000000000000e+00       1.471928836894e-13       1.453205016537e-14       1.842864281205e-15 
  417       2.263082934732e-10       2.748873388137e-12      -4.228284392000e-12       0.000000000000e+00       1.459991362070e-13       1.424723017340e-14       1.830539124993e-15 
  418       2.266343012255e-10       2.737179397245e-12      -4.443711374428e-12       0.000000000000e+00       1.448176448093e-13       1.396672753818e-14       1.818123615125e-15 
  419       2.270043030521e-10       2.725020928371e-12      -4.656172367260e-12       0.000000000000e+00       1.436481711351e-13       1.369042813236e-14       1.805619344452e-15 
  420       2.274174426647e-10       2.712403076409e-12      -4.865559722264e-12       0.000000000000e+00       1.424904676023e-13       1.341821433032e-14       1.793027931332e-15 
  421       2.278728380055e-10       2.699331102303e-12      -5.071764612114e-12       0.000000000000e+00       1.413442773415e-13       1.314996498432e-14       1.780351019740e-15 
  422       2.283695810736e-10       2.685810434135e-12      -5.274677025374e-12       0.000000000000e+00       1.402093341294e-13       1.288555540056e-14       1.767590279387e-15 
  423       2.289067377529e-10       2.671846668216e-12      -5.474185761466e-12       0.000000000000e+00       1.390853623220e-13       1.262485731529e-14       1.754747405832e-15 
  424       2.294833476391e-10       2.657445570177e-12      -5.670178425651e-12       0.000000000000e+00       1.379720767879e-13       1.236773887091e-14       1.741824120594e-15 
  425       2.300984238672e-10       2.642613076057e-12      -5.862541423999e-12       0.000000000000e+00       1.368691828420e-13       1.211406459205e-14       1.728822171272e-15 
  426       2.307509529384e-10       2.627355293400e-12      -6.051159958367e-12       0.000000000000e+00       1.357763761785e-13       1.186369536169e-14       1.715743331655e-15 
  427       2.314399758285e-10       2.611678717460e-12      -6.235931927492e-12       0.000000000000e+00       1.346933955366e-13       1.161651443992e-14       1.702589337563e-15 
  428       2.321648347032e-10       2.595590885736e-12      -6.416810161407e-12       0.000000000000e+00       1.336201828054e-13       1.137250654396e-14       1.689361691718e-15 
  429       2.329249342569e-10       2.579099747852e-12      -6.593761614032e-12       0.000000000000e+00       1.325567282352e-13       1.113168141160e-14       1.676061852457e-15 
  430       2.337196610709e-10       2.562213453677e-12      -6.766753590977e-12       0.000000000000e+00       1.315030181651e-13       1.089404799480e-14       1.662691297483e-15 
  431       2.345483834944e-10       2.544940354552e-12      -6.935753753643e-12       0.000000000000e+00       1.304590349917e-13       1.065961445291e-14       1.649251523935e-15 
  432       2.354104515253e-10       2.527289004526e-12      -7.100730123332e-12       0.000000000000e+00       1.294247571363e-13       1.042838814586e-14       1.635744048464e-15 
  433       2.363051966900e-10       2.509268161587e-12      -7.261651085350e-12       0.000000000000e+00       1.284001590137e-13       1.020037562734e-14       1.622170407298e-15 
  434       2.372319319251e-10       2.490886788889e-12      -7.418485393117e-12       0.000000000000e+00       1.273852109997e-13       9.975582638017e-15       1.608532156322e-15 
  435       2.381899514571e-10       2.472154055993e-12      -7.571202172267e-12       0.000000000000e+00       1.263798793992e-13       9.754014098735e-15       1.594830871147e-15 
  436       2.391785306838e-10       2.453079340088e-12      -7.719770924761e-12       0.000000000000e+00       1.253841264142e-13       9.535674103695e-15       1.581068147181e-15 
  437       2.401969260544e-10       2.433672227232e-12      -7.864161532987e-12       0.000000000000e+00       1.243979101118e-13       9.320565913662e-15       1.567245599702e-15 
  438       2.412443749505e-10       2.413942513578e-12      -8.004344263872e-12       0.000000000000e+00       1.234211843923e-13       9.108691949161e-15       1.553364863933e-15 
  439       2.423200955662e-10       2.393900206608e-12      -8.140289772980e-12       0.000000000000e+00       1.224538989569e-13       8.900053783674e-15       1.539427595110e-15 
  440       2.434232867896e-10       2.373555526363e-12      -8.271969108628e-12       0.000000000000e+00       1.214959992762e-13       8.694652136837e-15       1.525435468557e-15 
  441       2.445531280825e-10       2.352918906677e-12      -8.399353715982e-12       0.000000000000e+00       1.205474265575e-13       8.492486867636e-15       1.511390179757e-15 
  442       2.457087793619e-10       2.332000996409e-12      -8.522415441173e-12       0.000000000000e+00       1.196081177134e-13       8.293556967606e-15       1.497293444426e-15 
  443       2.468893808798e-10       2.310812660670e-12      -8.641126535392e-12       0.000000000000e+00       1.186780053296e-13       8.097860554028e-15       1.483146998583e-15 
  444       2.480940531045e-10       2.289364982063e-12      -8.755459659008e-12       0.000000000000e+00       1.177570176328e-13       7.905394863123e-15       1.468952598623e-15 
  445       2.493218966010e-10       2.267669261906e-12      -8.865387885665e-12       0.000000000000e+00       1.168450784587e-13       7.716156243253e-15       1.454712021389e-15 
  446       2.505719919114e-10       2.245737021469e-12      -8.970884706389e-12       0.000000000000e+00       1.159421072203e-13       7.530140148117e-15       1.440427064247e-15 
  447       2.518433994360e-10       2.223580003204e-12      -9.071924033702e-12       0.000000000000e+00       1.150480188752e-13       7.347341129946e-15       1.426099545154e-15 
  448       2.531351593137e-10       2.201210171978e-12      -9.168480205716e-12       0.000000000000e+00       1.141627238946e-13       7.167752832703e-15       1.411731302732e-15 
  449       2.544462913024e-10       2.178639716304e-12      -9.260527990250e-12       0.000000000000e+00       1.132861282303e-13       6.991367985279e-15       1.397324196342e-15 
  450       2.557757946600e-10       2.155881049572e-12      -9.348042588929e-12       0.000000000000e+00       1.124181332832e-13       6.818178394689e-15       1.382880106154e-15 
  451       2.571226480251e-10       2.132946811281e-12      -9.430999641292e-12       0.000000000000e+00       1.115586358715e-13       6.648174939272e-15       1.368400933219e-15 
  452       2.584858092971e-10       2.109849868272e-12      -9.509375228900e-12       0.000000000000e+00       1.107075281982e-13       6.481347561882e-15       1.353888599543e-15 
  453       2.598642155173e-10       2.086603315958e-12      -9.583145879440e-12       0.000000000000e+00       1.098646978193e-13       6.317685263095e-15       1.339345048159e-15 
  454       2.612567827496e-10       2.063220479558e-12      -9.652288570831e-12       0.000000000000e+00       1.090300276118e-13       6.157176094397e-15       1.324772243198e-15 
  455       2.626624059607e-10       2.039714915325e-12      -9.716780735330e-12       0.000000000000e+00       1.082033957419e-13       5.999807151384e-15       1.310172169962e-15 
  456       2.640799589011e-10       2.016100411783e-12      -9.776600263641e-12       0.000000000000e+00       1.073846756326e-13       5.845564566962e-15       1.295546834997e-15 
  457       2.655082939857e-10       1.992390990953e-12      -9.831725509016e-12       0.000000000000e+00       1.065737359319e-13       5.694433504540e-15       1.280898266162e-15 
  458       2.669462421742e-10       1.968600909590e-12      -9.882135291365e-12       0.000000000000e+00       1.057704404810e-13       5.546398151230e-15       1.266228512707e-15 
  459       2.683926128520e-10       1.944744660410e-12      -9.927808901362e-12       0.000000000000e+00       1.049746482818e-13       5.401441711042e-15       1.251539645340e-15 
  460       2.698461937108e-10       1.920836973326e-12      -9.968726104547e-12       0.000000000000e+00       1.041862134654e-13       5.259546398084e-15       1.236833756300e-15 
  461       2.713057506289e-10       1.896892816676e-12      -1.000486714544e-11       0.000000000000e+00       1.034049852596e-13       5.120693429754e-15       1.222112959434e-15 
  462       2.727700275524e-10       1.872927398459e-12      -1.003621275163e-11       0.000000000000e+00       1.026308079576e-13       4.984863019943e-15       1.207379390262e-15 
  463       2.742377463755e-10       1.848956167561e-12      -1.006274413791e-11       0.000000000000e+00       1.018635208851e-13       4.852034372229e-15       1.192635206055e-15 
  464       2.757076068209e-10       1.824994814992e-12      -1.008444301035e-11       0.000000000000e+00       1.011029583691e-13       4.722185673073e-15       1.177882585904e-15 
  465       2.771782863212e-10       1.801059275117e-12      -1.010129157044e-11       0.000000000000e+00       1.003489497052e-13       4.595294085021e-15       1.163123730795e-15 
  466       2.786485782567e-10       1.777164691493e-12      -1.011328054631e-11       0.000000000000e+00       9.960134772976e-14       4.471336495786e-15       1.148360677466e-15 
  467       2.801178116621e-10       1.753322276385e-12      -1.012043355399e-11       0.000000000000e+00       9.886011557938e-14       4.350291805082e-15       1.133594733451e-15 
  468       2.815854443792e-10       1.729542355699e-12      -1.012278350432e-11       0.000000000000e+00       9.812524257496e-14       4.232138695748e-15       1.118827024554e-15 
  469       2.830509258406e-10       1.705835396172e-12      -1.012036465298e-11       0.000000000000e+00       9.739671584665e-14       4.116854877935e-15       1.104058679437e-15 
  470       2.845136970257e-10       1.682212006033e-12      -1.011321260904e-11       0.000000000000e+00       9.667452031766e-14       4.004417082723e-15       1.089290829588e-15 
  471       2.859731904182e-10       1.658682935665e-12      -1.010136434348e-11       0.000000000000e+00       9.595863868801e-14       3.894801055734e-15       1.074524609295e-15 
  472       2.874288299628e-10       1.635259078264e-12      -1.008485819774e-11       0.000000000000e+00       9.524905141830e-14       3.787981550744e-15       1.059761155609e-15 
  473       2.888800310223e-10       1.611951470502e-12      -1.006373389223e-11       0.000000000000e+00       9.454573671346e-14       3.683932323300e-15       1.045001608321e-15 
  474       2.903262003341e-10       1.588771293188e-12      -1.003803253489e-11       0.000000000000e+00       9.384867050656e-14       3.582626124332e-15       1.030247109926e-15 
  475       2.917667359678e-10       1.565729871925e-12      -1.000779662970e-11       0.000000000000e+00       9.315782644252e-14       3.484034693767e-15       1.015498805594e-15 
  476       2.932010272815e-10       1.542838677775e-12      -9.973070085206e-12       0.000000000000e+00       9.247317586193e-14       3.388128754144e-15       1.000757843139e-15 
  477       2.946284548791e-10       1.520109327917e-12      -9.933898223083e-12       0.000000000000e+00       9.179468778478e-14       3.294878004226e-15       9.860253729937e-16 
  478       2.960483905670e-10       1.497553586312e-12      -9.890327786642e-12       0.000000000000e+00       9.112232889423e-14       3.204251112615e-15       9.713025481702e-16 
  479       2.974601973114e-10       1.475183364357e-12      -9.842406949372e-12       0.000000000000e+00       9.045606352042e-14       3.116215711369e-15       9.565905242368e-16 
  480       2.988632291947e-10       1.453010721552e-12      -9.790185323469e-12       0.000000000000e+00       8.979585362416e-14       3.030738389609e-15       9.418904592841e-16 
  481       3.002568313729e-10       1.431047866158e-12      -9.733713968369e-12       0.000000000000e+00       8.914165878078e-14       2.947784687140e-15       9.272035138960e-16 
  482       3.016403400323e-10       1.409307155858e-12      -9.673045399285e-12       0.000000000000e+00       8.849343616383e-14       2.867319088060e-15       9.125308511184e-16 
  483       3.030130823463e-10       1.387801098418e-12      -9.608233595730e-12       0.000000000000e+00       8.785114052888e-14       2.789305014375e-15       8.978736364291e-16 
  484       3.043743764328e-10       1.366542352348e-12      -9.539334010059e-12       0.000000000000e+00       8.721472419728e-14       2.713704819616e-15       8.832330377077e-16 
  485       3.057235313106e-10       1.345543727564e-12      -9.466403575995e-12       0.000000000000e+00       8.658413703992e-14       2.640479782450e-15       8.686102252044e-16 
  486       3.070598468565e-10       1.324818186045e-12      -9.389500717164e-12       0.000000000000e+00       8.595932646102e-14       2.569590100293e-15       8.540063715104e-16 
  487       3.083826137626e-10       1.304378842498e-12      -9.308685355628e-12       0.000000000000e+00       8.534023738187e-14       2.500994882926e-15       8.394226515268e-16 
  488       3.096911134925e-10       1.284238965016e-12      -9.224018920414e-12       0.000000000000e+00       8.472681222461e-14       2.434652146110e-15       8.248602424347e-16 
  489       3.109846182391e-10       1.264411975742e-12      -9.135564356050e-12       0.000000000000e+00       8.411899089597e-14       2.370518805196e-15       8.103203236642e-16 
  490       3.122623908805e-10       1.244911451526e-12      -9.043386131095e-12       0.000000000000e+00       8.351671077111e-14       2.308550668742e-15       7.958040768645e-16 
  491       3.135236849381e-10       1.225751124588e-12      -8.947550246674e-12       0.000000000000e+00       8.291990667728e-14       2.248702432126e-15       7.813126858733e-16 
  492       3.147677445326e-10       1.206944883177e-12      -8.848124245007e-12       0.000000000000e+00       8.232851087769e-14       2.190927671161e-15       7.668473366861e-16 
  493       3.159938043412e-10       1.188506772236e-12      -8.745177217942e-12       0.000000000000e+00       8.174245305520e-14       2.135178835707e-15       7.524092174261e-16 
  494       3.172010895548e-10       1.170450994059e-12      -8.638779815490e-12       0.000000000000e+00       8.116166029613e-14       2.081407243286e-15       7.379995183136e-16 
  495       3.183888158346e-10       1.152791908950e-12      -8.529004254356e-12       0.000000000000e+00       8.058605707401e-14       2.029563072696e-15       7.236194316355e-16 
  496       3.195561892692e-10       1.135544035891e-12      -8.415924326470e-12       0.000000000000e+00       8.001556523336e-14       1.979595357624e-15       7.092701517153e-16 
  497       3.207024063313e-10       1.118722053195e-12      -8.299615407519e-12       0.000000000000e+00       7.945010397343e-14       1.931451980262e-15       6.949528748821e-16 
  498       3.218266538351e-10       1.102340799173e-12      -8.180154465484e-12       0.000000000000e+00       7.888958983200e-14       1.885079664919e-15       6.806687994404e-16 
  499       3.229281088927e-10       1.086415272788e-12      -8.057620069165e-12       0.000000000000e+00       7.833393666912e-14       1.840423971634e-15       6.664191256396e-16 
  500       3.240059388714e-10       1.070960634325e-12      -7.932092396722e-12       0.000000000000e+00       7.778305565089e-14       1.797429289794e-15       6.522050556439e-16 
  501       3.250593013504e-10       1.055992206042e-12      -7.803653244197e-12       0.000000000000e+00       7.723685523322e-14       1.756038831743e-15       6.380277935015e-16 
  502       3.260873440779e-10       1.041525472838e-12      -7.672386034058e-12       0.000000000000e+00       7.669524114562e-14       1.716194626399e-15       6.238885451141e-16 
  503       3.270892049278e-10       1.027576082912e-12      -7.538375823722e-12       0.000000000000e+00       7.615811637493e-14       1.677837512869e-15       6.097885182069e-16 
  504       3.280640118570e-10       1.014159848420e-12      -7.401709314091e-12       0.000000000000e+00       7.562538114910e-14       1.640907134059e-15       5.957289222977e-16 
  505       3.290110098860e-10       1.001290888427e-12      -7.262472138439e-12       0.000000000000e+00       7.509694904205e-14       1.605350830904e-15       5.817109468038e-16 
  506       3.299299461523e-10       9.889759975635e-13      -7.120740625848e-12       0.000000000000e+00       7.457279583141e-14       1.571150619828e-15       5.677356947299e-16 
  507       3.308206958654e-10       9.772201164345e-13      -6.976589817299e-12       0.000000000000e+00       7.405291201632e-14       1.538296979889e-15       5.538042470099e-16 
  508       3.316831363022e-10       9.660281744526e-13      -6.830096171102e-12       0.000000000000e+00       7.353728681500e-14       1.506780020256e-15       5.399176841561e-16 
  509       3.325171468240e-10       9.554050896259e-13      -6.681337570145e-12       0.000000000000e+00       7.302590815610e-14       1.476589477997e-15       5.260770862189e-16 
  510       3.333226088927e-10       9.453557683465e-13      -6.530393329152e-12       0.000000000000e+00       7.251876267001e-14       1.447714715875e-15       5.122835327459e-16 
  511       3.340994060874e-10       9.358851051785e-13      -6.377344201939e-12       0.000000000000e+00       7.201583568021e-14       1.420144720144e-15       4.985381027412e-16 
  512       3.348474241213e-10       9.269979826471e-13      -6.222272388667e-12       0.000000000000e+00       7.151711119461e-14       1.393868098339e-15       4.848418746248e-16 
  513       3.355665508580e-10       9.186992710263e-13      -6.065261543097e-12       0.000000000000e+00       7.102257189691e-14       1.368873077070e-15       4.711959261916e-16 
  514       3.362566763281e-10       9.109938281279e-13      -5.906396779849e-12       0.000000000000e+00       7.053219913788e-14       1.345147499820e-15       4.576013345712e-16 
  515       3.369176927461e-10       9.038864990894e-13      -5.745764681652e-12       0.000000000000e+00       7.004597292677e-14       1.322678824735e-15       4.440591761869e-16 
  516       3.375494945264e-10       8.973821161630e-13      -5.583453306603e-12       0.000000000000e+00       6.956387192257e-14       1.301454122416e-15       4.305705267149e-16 
  517       3.381519783004e-10       8.914854985032e-13      -5.419552195421e-12       0.000000000000e+00       6.908587342542e-14       1.281460073720e-15       4.171364610438e-16 
  518       3.387250429328e-10       8.862014519561e-13      -5.254152378699e-12       0.000000000000e+00       6.861195336788e-14       1.262682967546e-15       4.037580532337e-16 
  519       3.392685895384e-10       8.815347688469e-13      -5.087346384167e-12       0.000000000000e+00       6.814208630634e-14       1.245108698631e-15       3.904363764759e-16 
  520       3.397825214984e-10       8.774902277691e-13      -4.919228243938e-12       0.000000000000e+00       6.767624541230e-14       1.228722765348e-15       3.771725030516e-16 
  521       3.402667444772e-10       8.740725933725e-13      -4.749893501770e-12       0.000000000000e+00       6.721440246371e-14       1.213510267495e-15       3.639675042919e-16 
  522       3.407211664390e-10       8.712866161515e-13      -4.579439220318e-12       0.000000000000e+00       6.675652783635e-14       1.199455904089e-15       3.508224505362e-16 
  523       3.411456976641e-10       8.691370322339e-13      -4.407963988389e-12       0.000000000000e+00       6.630259049513e-14       1.186543971162e-15       3.377384110926e-16 
  524       3.415402507658e-10       8.676285631689e-13      -4.235567928198e-12       0.000000000000e+00       6.585255798543e-14       1.174758359553e-15       3.247164541963e-16 
  525       3.419047407069e-10       8.667659157158e-13      -4.062352702626e-12       0.000000000000e+00       6.540639642447e-14       1.164082552705e-15       3.117576469692e-16 
  526       3.422390848162e-10       8.665537816322e-13      -3.888421522468e-12       0.000000000000e+00       6.496407049259e-14       1.154499624452e-15       2.988630553793e-16 
  527       3.425432028050e-10       8.669968374625e-13      -3.713879153695e-12       0.000000000000e+00       6.452554342465e-14       1.145992236821e-15       2.860337441999e-16 
  528       3.428170167840e-10       8.680997443264e-13      -3.538831924707e-12       0.000000000000e+00       6.409077700132e-14       1.138542637818e-15       2.732707769690e-16 
  529       3.430604512795e-10       8.698671477071e-13      -3.363387733587e-12       0.000000000000e+00       6.365973154044e-14       1.132132659230e-15       2.605752159483e-16 
  530       3.432734332504e-10       8.723036772397e-13      -3.187656055357e-12       0.000000000000e+00       6.323236588836e-14       1.126743714411e-15       2.479481220831e-16 
  531       3.434558921043e-10       8.754139464999e-13      -3.011747949234e-12       0.000000000000e+00       6.280863741126e-14       1.122356796078e-15       2.353905549607e-16 
  532       3.436077597145e-10       8.792025527921e-13      -2.835776065882e-12       0.000000000000e+00       6.238850198649e-14       1.118952474110e-15       2.229035727707e-16 
  533       3.437289704362e-10       8.836740769380e-13      -2.659854654672e-12       0.000000000000e+00       6.197191399393e-14       1.116510893334e-15       2.104882322636e-16 
  534       3.438194611235e-10       8.888330830648e-13      -2.484099570935e-12       0.000000000000e+00       6.155882630732e-14       1.115011771324e-15       1.981455887102e-16 
  535       3.438791711457e-10       8.946841183937e-13      -2.308628283214e-12       0.000000000000e+00       6.114919028555e-14       1.114434396192e-15       1.858766958612e-16 
  536       3.439080424040e-10       9.012317130285e-13      -2.133559880525e-12       0.000000000000e+00       6.074295576409e-14       1.114757624383e-15       1.736826059062e-16 
  537       3.439060193479e-10       9.084803797437e-13      -1.959015079607e-12       0.000000000000e+00       6.034007104623e-14       1.115959878470e-15       1.615643694333e-16 
  538       3.438730489920e-10       9.164346137731e-13      -1.785116232182e-12       0.000000000000e+00       5.994048289449e-14       1.118019144945e-15       1.495230353879e-16 
  539       3.438090809325e-10       9.250988925981e-13      -1.611987332204e-12       0.000000000000e+00       5.954413652190e-14       1.120912972013e-15       1.375596510326e-16 
  540       3.437140673638e-10       9.344776757360e-13      -1.439754023121e-12       0.000000000000e+00       5.915097558340e-14       1.124618467390e-15       1.256752619061e-16 
  541       3.435879630950e-10       9.445754045288e-13      -1.268543605125e-12       0.000000000000e+00       5.876094216712e-14       1.129112296092e-15       1.138709117825e-16 
  542       3.434307255666e-10       9.553965019312e-13      -1.098485042411e-12       0.000000000000e+00       5.837397678575e-14       1.134370678228e-15       1.021476426308e-16 
  543       3.432423148669e-10       9.669453722992e-13      -9.297089704265e-13       0.000000000000e+00       5.799001836787e-14       1.140369386801e-15       9.050649457416e-17 
  544       3.430227526586e-10       9.792248764583e-13      -7.623358372748e-13       0.000000000000e+00       5.760901376918e-14       1.147086845266e-15       7.894835658396e-17 
  545       3.427723006576e-10       9.922317124867e-13      -5.964399643900e-13       0.000000000000e+00       5.723094660359e-14       1.154513515821e-15       6.747351425351e-17 
  546       3.424912869627e-10       1.005960910908e-12      -4.320845384691e-13       0.000000000000e+00       5.685580916652e-14       1.162642757988e-15       5.608208984288e-17 
  547       3.421800476182e-10       1.020407347403e-12      -2.693333927744e-13       0.000000000000e+00       5.648359298005e-14       1.171467750620e-15       4.477419034841e-17 
  548       3.418389266543e-10       1.035565741980e-12      -1.082510095863e-13       0.000000000000e+00       5.611428878803e-14       1.180981490949e-15       3.354990740159e-17 
  549       3.414682761279e-10       1.051430658147e-12       5.109747734406e-14       0.000000000000e+00       5.574788655134e-14       1.191176793631e-15       2.240931716796e-17 
  550       3.410684561625e-10       1.067996502082e-12       2.086462803429e-13       0.000000000000e+00       5.538437544307e-14       1.202046289800e-15       1.135248024596e-17 
  551       3.406398349888e-10       1.085257521807e-12       3.643289553609e-13       0.000000000000e+00       5.502374384367e-14       1.213582426114e-15       3.794415658574e-19 
  552       3.401827889854e-10       1.103207806353e-12       5.180783995208e-13       0.000000000000e+00       5.466597933617e-14       1.225777463801e-15      -1.050976971140e-17 
  553       3.396977027188e-10       1.121841284940e-12       6.698268486648e-13       0.000000000000e+00       5.431106870138e-14       1.238623477710e-15      -2.131514029529e-17 
  554       3.391849689842e-10       1.141151726140e-12       8.195058749025e-13       0.000000000000e+00       5.395899791307e-14       1.252112355360e-15      -3.203667286684e-17 
  555       3.386449888456e-10       1.161132737055e-12       9.670463841579e-13       0.000000000000e+00       5.360975213313e-14       1.266235795986e-15      -4.267438617972e-17 
  556       3.380781716765e-10       1.181777762482e-12       1.112378613717e-12       0.000000000000e+00       5.326331570683e-14       1.280985309589e-15      -5.322831516137e-17 
  557       3.374849352001e-10       1.203080084090e-12       1.255432129777e-12       0.000000000000e+00       5.291967215794e-14       1.296352215984e-15      -6.369851101414e-17 
  558       3.368657055298e-10       1.225032819589e-12       1.396135824990e-12       0.000000000000e+00       5.257880418395e-14       1.312327643848e-15      -7.408504131636e-17 
  559       3.362209172099e-10       1.247628921899e-12       1.534417916013e-12       0.000000000000e+00       5.224069365129e-14       1.328902529769e-15      -8.438799012351e-17 
  560       3.355510132554e-10       1.270861178324e-12       1.670205941059e-12       0.000000000000e+00       5.190532159046e-14       1.346067617295e-15      -9.460745806927e-17 
  561       3.348564451932e-10       1.294722209724e-12       1.803426757436e-12       0.000000000000e+00       5.157266819126e-14       1.363813455980e-15      -1.047435624667e-16 
  562       3.341376731018e-10       1.319204469683e-12       1.934006539101e-12       0.000000000000e+00       5.124271279798e-14       1.382130400436e-15      -1.147964374093e-16 
  563       3.333951656522e-10       1.344300243684e-12       2.061870774208e-12       0.000000000000e+00       5.091543390457e-14       1.401008609376e-15      -1.247662338722e-16 
  564       3.326294001482e-10       1.370001648277e-12       2.186944262650e-12       0.000000000000e+00       5.059080914986e-14       1.420438044669e-15      -1.346531198131e-16 
  565       3.318408625668e-10       1.396300630252e-12       2.309151113612e-12       0.000000000000e+00       5.026881531272e-14       1.440408470384e-15      -1.444572802737e-16 
  566       3.310300475984e-10       1.423188965811e-12       2.428414743116e-12       0.000000000000e+00       4.994942830728e-14       1.460909451839e-15      -1.541789174806e-16 
  567       3.301974586879e-10       1.450658259736e-12       2.544657871570e-12       0.000000000000e+00       4.963262317808e-14       1.481930354650e-15      -1.638182509463e-16 
  568       3.293436080742e-10       1.478699944565e-12       2.657802521311e-12       0.000000000000e+00       4.931837409531e-14       1.503460343780e-15      -1.733755175705e-16 
  569       3.284690168315e-10       1.507305279760e-12       2.767770014159e-12       0.000000000000e+00       4.900665434996e-14       1.525488382586e-15      -1.828509717413e-16 
  570       3.275742149090e-10       1.536465350878e-12       2.874480968962e-12       0.000000000000e+00       4.869743634904e-14       1.548003231868e-15      -1.922448854360e-16 
  571       3.266597411719e-10       1.566171068744e-12       2.977855299141e-12       0.000000000000e+00       4.839069161075e-14       1.570993448918e-15      -2.015575483227e-16 
  572       3.257261434414e-10       1.596413168623e-12       3.077812210240e-12       0.000000000000e+00       4.808639075967e-14       1.594447386567e-15      -2.107892678609e-16 
  573       3.247739785354e-10       1.627182209388e-12       3.174270197474e-12       0.000000000000e+00       4.778450352198e-14       1.618353192236e-15      -2.199403694028e-16 
  574       3.238038123089e-10       1.658468572694e-12       3.267147043276e-12       0.000000000000e+00       4.748499872060e-14       1.642698806979e-15      -2.290111962946e-16 
  575       3.228162196941e-10       1.690262462149e-12       3.356359814841e-12       0.000000000000e+00       4.718784427044e-14       1.667471964540e-15      -2.380021099774e-16 
  576       3.218117847413e-10       1.722553902483e-12       3.441824861681e-12       0.000000000000e+00       4.689300717353e-14       1.692660190391e-15      -2.469134900884e-16 
  577       3.207911006590e-10       1.755332738723e-12       3.523457813166e-12       0.000000000000e+00       4.660045351426e-14       1.718250800791e-15      -2.557457345621e-16 
  578       3.197547698545e-10       1.788588635361e-12       3.601173576073e-12       0.000000000000e+00       4.631014845455e-14       1.744230901825e-15      -2.644992597310e-16 
  579       3.187034039743e-10       1.822311075527e-12       3.674886332135e-12       0.000000000000e+00       4.602205622904e-14       1.770587388460e-15      -2.731745004275e-16 
  580       3.176376239442e-10       1.856489360160e-12       3.744509535589e-12       0.000000000000e+00       4.573614014028e-14       1.797306943586e-15      -2.817719100841e-16 
  581       3.165580600103e-10       1.891112607179e-12       3.809955910719e-12       0.000000000000e+00       4.545236255391e-14       1.824376037072e-15      -2.902919608353e-16 
  582       3.154653517789e-10       1.926169750653e-12       3.871137449411e-12       0.000000000000e+00       4.517068489389e-14       1.851780924808e-15      -2.987351436182e-16 
  583       3.143601220619e-10       1.961649407969e-12       3.927979231337e-12       0.000000000000e+00       4.489107343749e-14       1.879509285766e-15      -3.071017208691e-16 
  584       3.132428976111e-10       1.997539479353e-12       3.980461268785e-12       0.000000000000e+00       4.461351686918e-14       1.907555180019e-15      -3.153909776203e-16 
