# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1479       1.006323652283e-10       1.320386178073e-12      -9.487054059556e-13       0.000000000000e+00       1.264585514020e-15       4.234519275108e-16       4.092154101937e-18 
 1480       1.002723841907e-10       1.326447023071e-12      -8.637620700509e-13       0.000000000000e+00       1.261079952202e-15       4.212871314092e-16       4.700885753167e-18 
 1481       9.990706952913e-11       1.332924845450e-12      -7.799263586823e-13       0.000000000000e+00       1.257585879695e-15       4.190542169654e-16       5.305922463460e-18 
 1482       9.953653362876e-11       1.339813039302e-12      -6.972131681008e-13       0.000000000000e+00       1.254103264656e-15       4.167558382878e-16       5.907225625814e-18 
 1483       9.916088955580e-11       1.347104956368e-12      -6.156374542678e-13       0.000000000000e+00       1.250632074748e-15       4.143946648546e-16       6.504756503314e-18 
 1484       9.878025105865e-11       1.354793905960e-12      -5.352142329431e-13       0.000000000000e+00       1.247172277138e-15       4.119733815405e-16       7.098476228966e-18 
 1485       9.839473256904e-11       1.362873154889e-12      -4.559585797734e-13       0.000000000000e+00       1.243723838494e-15       4.094946886432e-16       7.688345805519e-18 
 1486       9.800444920331e-11       1.371335927385e-12      -3.778856303805e-13       0.000000000000e+00       1.240286724985e-15       4.069613019094e-16       8.274326105303e-18 
 1487       9.760951676350e-11       1.380175405027e-12      -3.010105804495e-13       0.000000000000e+00       1.236860902282e-15       4.043759525619e-16       8.856377870057e-18 
 1488       9.721005173860e-11       1.389384726667e-12      -2.253486858175e-13       0.000000000000e+00       1.233446335554e-15       4.017413873256e-16       9.434461710756e-18 
 1489       9.680617130569e-11       1.398956988350e-12      -1.509152625615e-13       0.000000000000e+00       1.230042989468e-15       3.990603684540e-16       1.000853810744e-17 
 1490       9.639799333116e-11       1.408885243247e-12      -7.772568708673e-14       0.000000000000e+00       1.226650828189e-15       3.963356737563e-16       1.057856740907e-17 
 1491       9.598563637190e-11       1.419162501572e-12      -5.795396215393e-15       0.000000000000e+00       1.223269815377e-15       3.935700966228e-16       1.114450983329e-17 
 1492       9.556921967643e-11       1.429781730511e-12       6.486011272553e-14       0.000000000000e+00       1.219899914186e-15       3.907664460523e-16       1.170632546635e-17 
 1493       9.514886318617e-11       1.440735854148e-12       1.342252818157e-13       0.000000000000e+00       1.216541087268e-15       3.879275466783e-16       1.226397426286e-17 
 1494       9.472468753654e-11       1.452017753386e-12       2.022844924532e-13       0.000000000000e+00       1.213193296762e-15       3.850562387951e-16       1.281741604567e-17 
 1495       9.429681405821e-11       1.463620265875e-12       2.690220652663e-13       0.000000000000e+00       1.209856504304e-15       3.821553783848e-16       1.336661050565e-17 
 1496       9.386536477826e-11       1.475536185935e-12       3.344222600247e-13       0.000000000000e+00       1.206530671017e-15       3.792278371436e-16       1.391151720158e-17 
 1497       9.343046242135e-11       1.487758264483e-12       3.984692755521e-13       0.000000000000e+00       1.203215757516e-15       3.762765025081e-16       1.445209555993e-17 
 1498       9.299223041096e-11       1.500279208955e-12       4.611472496369e-13       0.000000000000e+00       1.199911723902e-15       3.733042776819e-16       1.498830487472e-17 
 1499       9.255079287049e-11       1.513091683235e-12       5.224402589446e-13       0.000000000000e+00       1.196618529768e-15       3.703140816621e-16       1.552010430733e-17 
 1500       9.210627462453e-11       1.526188307573e-12       5.823323189292e-13       0.000000000000e+00       1.193336134188e-15       3.673088492658e-16       1.604745288634e-17 
 1501       9.165880119999e-11       1.539561658520e-12       6.408073837448e-13       0.000000000000e+00       1.190064495725e-15       3.642915311565e-16       1.657030950737e-17 
 1502       9.120849882734e-11       1.553204268841e-12       6.978493461577e-13       0.000000000000e+00       1.186803572425e-15       3.612650938705e-16       1.708863293289e-17 
 1503       9.075549444170e-11       1.567108627451e-12       7.534420374577e-13       0.000000000000e+00       1.183553321818e-15       3.582325198436e-16       1.760238179207e-17 
 1504       9.029991568416e-11       1.581267179332e-12       8.075692273696e-13       0.000000000000e+00       1.180313700916e-15       3.551968074374e-16       1.811151458059e-17 
 1505       8.984189090282e-11       1.595672325462e-12       8.602146239657e-13       0.000000000000e+00       1.177084666211e-15       3.521609709657e-16       1.861598966049e-17 
 1506       8.938154915412e-11       1.610316422737e-12       9.113618735767e-13       0.000000000000e+00       1.173866173676e-15       3.491280407213e-16       1.911576525998e-17 
 1507       8.891902020388e-11       1.625191783900e-12       9.609945607038e-13       0.000000000000e+00       1.170658178764e-15       3.461010630022e-16       1.961079947327e-17 
 1508       8.845443452863e-11       1.640290677460e-12       1.009096207930e-12       0.000000000000e+00       1.167460636405e-15       3.430831001379e-16       2.010105026045e-17 
 1509       8.798792331668e-11       1.655605327625e-12       1.055650275833e-12       0.000000000000e+00       1.164273501005e-15       3.400772305164e-16       2.058647544725e-17 
 1510       8.751961846936e-11       1.671127914217e-12       1.100640162894e-12       0.000000000000e+00       1.161096726447e-15       3.370865486103e-16       2.106703272490e-17 
 1511       8.704965260220e-11       1.686850572605e-12       1.144049205413e-12       0.000000000000e+00       1.157930266090e-15       3.341141650032e-16       2.154267964996e-17 
 1512       8.657815904613e-11       1.702765393626e-12       1.185860677419e-12       0.000000000000e+00       1.154774072763e-15       3.311632064166e-16       2.201337364418e-17 
 1513       8.610527184860e-11       1.718864423512e-12       1.226057790580e-12       0.000000000000e+00       1.151628098771e-15       3.282368157359e-16       2.247907199427e-17 
 1514       8.563112577488e-11       1.735139663811e-12       1.264623694118e-12       0.000000000000e+00       1.148492295890e-15       3.253381520370e-16       2.293973185176e-17 
 1515       8.515585630911e-11       1.751583071317e-12       1.301541474718e-12       0.000000000000e+00       1.145366615365e-15       3.224703906132e-16       2.339531023286e-17 
 1516       8.467959965561e-11       1.768186557992e-12       1.336794156440e-12       0.000000000000e+00       1.142251007913e-15       3.196367230010e-16       2.384576401824e-17 
 1517       8.420249273998e-11       1.784941990889e-12       1.370364700633e-12       0.000000000000e+00       1.139145423717e-15       3.168403570070e-16       2.429104995288e-17 
 1518       8.372467321032e-11       1.801841192082e-12       1.402236005842e-12       0.000000000000e+00       1.136049812428e-15       3.140845167342e-16       2.473112464590e-17 
 1519       8.324627361615e-11       1.818876047145e-12       1.432395143161e-12       0.000000000000e+00       1.132964127312e-15       3.113716299867e-16       2.516595086745e-17 
 1520       8.276740388136e-11       1.836038831896e-12       1.460846107054e-12       0.000000000000e+00       1.129888337734e-15       3.087008818701e-16       2.559551650595e-17 
 1521       8.228816866483e-11       1.853321888651e-12       1.487597187140e-12       0.000000000000e+00       1.126822416792e-15       3.060706376862e-16       2.601981579303e-17 
 1522       8.180867316830e-11       1.870717517882e-12       1.512656744028e-12       0.000000000000e+00       1.123766337178e-15       3.034792534014e-16       2.643884302323e-17 
 1523       8.132902313718e-11       1.888217978148e-12       1.536033209453e-12       0.000000000000e+00       1.120720071177e-15       3.009250756309e-16       2.685259255417e-17 
 1524       8.084932486152e-11       1.905815486025e-12       1.557735086407e-12       0.000000000000e+00       1.117683590668e-15       2.984064416230e-16       2.726105880666e-17 
 1525       8.036968517683e-11       1.923502216036e-12       1.577770949269e-12       0.000000000000e+00       1.114656867121e-15       2.959216792434e-16       2.766423626492e-17 
 1526       7.989021146499e-11       1.941270300581e-12       1.596149443937e-12       0.000000000000e+00       1.111639871597e-15       2.934691069590e-16       2.806211947667e-17 
 1527       7.941101165512e-11       1.959111829872e-12       1.612879287962e-12       0.000000000000e+00       1.108632574749e-15       2.910470338229e-16       2.845470305335e-17 
 1528       7.893219422448e-11       1.977018851855e-12       1.627969270678e-12       0.000000000000e+00       1.105634946817e-15       2.886537594580e-16       2.884198167023e-17 
 1529       7.845386819935e-11       1.994983372151e-12       1.641428253334e-12       0.000000000000e+00       1.102646957631e-15       2.862875740414e-16       2.922395006661e-17 
 1530       7.797614315589e-11       2.012997353977e-12       1.653265169226e-12       0.000000000000e+00       1.099668576609e-15       2.839467582890e-16       2.960060304593e-17 
 1531       7.749912922105e-11       2.031052718083e-12       1.663489023830e-12       0.000000000000e+00       1.096699772755e-15       2.816295834391e-16       2.997193547596e-17 
 1532       7.702293707344e-11       2.049141342679e-12       1.672108894931e-12       0.000000000000e+00       1.093740514659e-15       2.793343112372e-16       3.033794228896e-17 
 1533       7.654767794422e-11       2.067255063366e-12       1.679133932758e-12       0.000000000000e+00       1.090790770498e-15       2.770591939199e-16       3.069861848181e-17 
 1534       7.607346361798e-11       2.085385673070e-12       1.684573360114e-12       0.000000000000e+00       1.087850508030e-15       2.748024741993e-16       3.105395911619e-17 
 1535       7.560040643362e-11       2.103524921966e-12       1.688436472508e-12       0.000000000000e+00       1.084919694599e-15       2.725623852472e-16       3.140395931873e-17 
 1536       7.512861928522e-11       2.121664517416e-12       1.690732638287e-12       0.000000000000e+00       1.081998297132e-15       2.703371506793e-16       3.174861428117e-17 
 1537       7.465821562297e-11       2.139796123893e-12       1.691471298769e-12       0.000000000000e+00       1.079086282136e-15       2.681249845395e-16       3.208791926052e-17 
 1538       7.418930945400e-11       2.157911362915e-12       1.690661968371e-12       0.000000000000e+00       1.076183615700e-15       2.659240912841e-16       3.242186957921e-17 
 1539       7.372201534328e-11       2.176001812975e-12       1.688314234745e-12       0.000000000000e+00       1.073290263494e-15       2.637326657662e-16       3.275046062525e-17 
 1540       7.325644841452e-11       2.194059009471e-12       1.684437758910e-12       0.000000000000e+00       1.070406190765e-15       2.615488932194e-16       3.307368785239e-17 
 1541       7.279272435104e-11       2.212074444638e-12       1.679042275380e-12       0.000000000000e+00       1.067531362340e-15       2.593709492428e-16       3.339154678026e-17 
 1542       7.233095939664e-11       2.230039567476e-12       1.672137592297e-12       0.000000000000e+00       1.064665742624e-15       2.571969997847e-16       3.370403299457e-17 
 1543       7.187127035652e-11       2.247945783682e-12       1.663733591567e-12       0.000000000000e+00       1.061809295598e-15       2.550252011271e-16       3.401114214723e-17 
 1544       7.141377459813e-11       2.265784455581e-12       1.653840228986e-12       0.000000000000e+00       1.058961984817e-15       2.528536998698e-16       3.431286995650e-17 
 1545       7.095859005204e-11       2.283546902055e-12       1.642467534375e-12       0.000000000000e+00       1.056123773416e-15       2.506806329145e-16       3.460921220719e-17 
 1546       7.050583521287e-11       2.301224398476e-12       1.629625611711e-12       0.000000000000e+00       1.053294624099e-15       2.485041274496e-16       3.490016475077e-17 
 1547       7.005562914015e-11       2.318808176634e-12       1.615324639261e-12       0.000000000000e+00       1.050474499147e-15       2.463223009337e-16       3.518572350558e-17 
 1548       6.960809145920e-11       2.336289424668e-12       1.599574869709e-12       0.000000000000e+00       1.047663360411e-15       2.441332610803e-16       3.546588445693e-17 
 1549       6.916334236200e-11       2.353659286997e-12       1.582386630292e-12       0.000000000000e+00       1.044861169315e-15       2.419351058422e-16       3.574064365728e-17 
 1550       6.872150260810e-11       2.370908864252e-12       1.563770322931e-12       0.000000000000e+00       1.042067886854e-15       2.397259233951e-16       3.600999722644e-17 
 1551       6.828269352550e-11       2.388029213204e-12       1.543736424362e-12       0.000000000000e+00       1.039283473593e-15       2.375037921223e-16       3.627394135165e-17 
 1552       6.784703701150e-11       2.405011346694e-12       1.522295486267e-12       0.000000000000e+00       1.036507889664e-15       2.352667805991e-16       3.653247228779e-17 
 1553       6.741465553363e-11       2.421846233568e-12       1.499458135408e-12       0.000000000000e+00       1.033741094771e-15       2.330129475765e-16       3.678558635754e-17 
 1554       6.698567213050e-11       2.438524798604e-12       1.475235073758e-12       0.000000000000e+00       1.030983048183e-15       2.307403419659e-16       3.703327995149e-17 
 1555       6.656021041269e-11       2.455037922440e-12       1.449637078633e-12       0.000000000000e+00       1.028233708735e-15       2.284470028231e-16       3.727554952835e-17 
 1556       6.613839456365e-11       2.471376441512e-12       1.422675002822e-12       0.000000000000e+00       1.025493034830e-15       2.261309593326e-16       3.751239161509e-17 
 1557       6.572034934054e-11       2.487531147977e-12       1.394359774720e-12       0.000000000000e+00       1.022760984435e-15       2.237902307919e-16       3.774380280708e-17 
 1558       6.530618622543e-11       2.503493611681e-12       1.364704455969e-12       0.000000000000e+00       1.020037518466e-15       2.214233575308e-16       3.796978223119e-17 
 1559       6.489596173459e-11       2.519258654631e-12       1.333730435238e-12       0.000000000000e+00       1.017322610986e-15       2.190309991542e-16       3.819033895995e-17 
 1560       6.448971871948e-11       2.534821899616e-12       1.301461292854e-12       0.000000000000e+00       1.014616239101e-15       2.166143512738e-16       3.840548466732e-17 
 1561       6.408750018120e-11       2.550178950254e-12       1.267920748813e-12       0.000000000000e+00       1.011918379583e-15       2.141746159454e-16       3.861523117235e-17 
 1562       6.368934927065e-11       2.565325390961e-12       1.233132663007e-12       0.000000000000e+00       1.009229008870e-15       2.117130016794e-16       3.881959043945e-17 
 1563       6.329530928875e-11       2.580256786929e-12       1.197121035461e-12       0.000000000000e+00       1.006548103065e-15       2.092307234511e-16       3.901857457870e-17 
 1564       6.290542368665e-11       2.594968684087e-12       1.159910006565e-12       0.000000000000e+00       1.003875637934e-15       2.067290027115e-16       3.921219584609e-17 
 1565       6.251973606590e-11       2.609456609081e-12       1.121523857309e-12       0.000000000000e+00       1.001211588908e-15       2.042090673973e-16       3.940046664384e-17 
 1566       6.213829017867e-11       2.623716069239e-12       1.081987009512e-12       0.000000000000e+00       9.985559310792e-16       2.016721519416e-16       3.958339952063e-17 
 1567       6.176112992795e-11       2.637742552547e-12       1.041324026063e-12       0.000000000000e+00       9.959086392026e-16       1.991194972847e-16       3.976100717193e-17 
 1568       6.138829936773e-11       2.651531527617e-12       9.995596111487e-13       0.000000000000e+00       9.932696876945e-16       1.965523508838e-16       3.993330244027e-17 
 1569       6.101984270322e-11       2.665078443658e-12       9.567186104873e-13       0.000000000000e+00       9.906390506317e-16       1.939719667243e-16       4.010029831546e-17 
 1570       6.065580429104e-11       2.678378730449e-12       9.128260115646e-13       0.000000000000e+00       9.880167017511e-16       1.913796053297e-16       4.026200793495e-17 
 1571       6.029622863940e-11       2.691427798309e-12       8.679069438660e-13       0.000000000000e+00       9.854026144490e-16       1.887765337723e-16       4.041844458407e-17 
 1572       5.994116040834e-11       2.704221038068e-12       8.219866791097e-13       0.000000000000e+00       9.827967617803e-16       1.861640256836e-16       4.056962169630e-17 
 1573       5.959064440990e-11       2.716753821039e-12       7.750906314808e-13       0.000000000000e+00       9.801991164577e-16       1.835433612649e-16       4.071555285357e-17 
 1574       5.924472560832e-11       2.729021498989e-12       7.272443578644e-13       0.000000000000e+00       9.776096508516e-16       1.809158272975e-16       4.085625178653e-17 
 1575       5.890344912024e-11       2.741019404108e-12       6.784735580792e-13       0.000000000000e+00       9.750283369886e-16       1.782827171534e-16       4.099173237484e-17 
 1576       5.856686021491e-11       2.752742848984e-12       6.288040751111e-13       0.000000000000e+00       9.724551465515e-16       1.756453308059e-16       4.112200864741e-17 
 1577       5.823500431438e-11       2.764187126570e-12       5.782618953464e-13       0.000000000000e+00       9.698900508782e-16       1.730049748395e-16       4.124709478273e-17 
 1578       5.790792699370e-11       2.775347510159e-12       5.268731488054e-13       0.000000000000e+00       9.673330209614e-16       1.703629624611e-16       4.136700510914e-17 
 1579       5.758567398112e-11       2.786219253352e-12       4.746641093758e-13       0.000000000000e+00       9.647840274476e-16       1.677206135099e-16       4.148175410506e-17 
 1580       5.726829115828e-11       2.796797590031e-12       4.216611950465e-13       0.000000000000e+00       9.622430406364e-16       1.650792544681e-16       4.159135639934e-17 
 1581       5.695582456043e-11       2.807077734329e-12       3.678909681406e-13       0.000000000000e+00       9.597100304801e-16       1.624402184716e-16       4.169582677147e-17 
 1582       5.664832037659e-11       2.817054880603e-12       3.133801355491e-13       0.000000000000e+00       9.571849665828e-16       1.598048453198e-16       4.179518015194e-17 
 1583       5.634582494981e-11       2.826724203401e-12       2.581555489644e-13       0.000000000000e+00       9.546678182000e-16       1.571744814868e-16       4.188943162242e-17 
 1584       5.604838477730e-11       2.836080857439e-12       2.022442051138e-13       0.000000000000e+00       9.521585542375e-16       1.545504801315e-16       4.197859641613e-17 
 1585       5.575604651069e-11       2.845119977567e-12       1.456732459927e-13       0.000000000000e+00       9.496571432509e-16       1.519342011081e-16       4.206268991806e-17 
 1586       5.546885695617e-11       2.853836678743e-12       8.846995909846e-14       0.000000000000e+00       9.471635534453e-16       1.493270109767e-16       4.214172766528e-17 
 1587       5.518686307475e-11       2.862226056004e-12       3.066177766358e-14       0.000000000000e+00       9.446777526738e-16       1.467302830133e-16       4.221572534720e-17 
 1588       5.491011198240e-11       2.870283184434e-12      -2.772371911072e-14       0.000000000000e+00       9.421997084377e-16       1.441453972212e-16       4.228469880587e-17 
 1589       5.463865095030e-11       2.878003119142e-12      -8.665880582105e-14       0.000000000000e+00       9.397293878854e-16       1.415737403405e-16       4.234866403625e-17 
 1590       5.437252740500e-11       2.885380895224e-12      -1.461156106283e-13       0.000000000000e+00       9.372667578115e-16       1.390167058591e-16       4.240763718645e-17 
 1591       5.411178892864e-11       2.892411527740e-12      -2.060661150245e-13       0.000000000000e+00       9.348117846567e-16       1.364756940231e-16       4.246163455809e-17 
 1592       5.385648325915e-11       2.899090011688e-12      -2.664821535986e-13       0.000000000000e+00       9.323644345065e-16       1.339521118470e-16       4.251067260652e-17 
 1593       5.360665829044e-11       2.905411321965e-12      -3.273354138040e-13       0.000000000000e+00       9.299246730911e-16       1.314473731248e-16       4.255476794109e-17 
 1594       5.336236207258e-11       2.911370413348e-12      -3.885974357243e-13       0.000000000000e+00       9.274924657842e-16       1.289628984396e-16       4.259393732548e-17 
 1595       5.312364281205e-11       2.916962220461e-12      -4.502396118402e-13       0.000000000000e+00       9.250677776027e-16       1.265001151748e-16       4.262819767794e-17 
 1596       5.289054887190e-11       2.922181657745e-12      -5.122331867957e-13       0.000000000000e+00       9.226505732058e-16       1.240604575243e-16       4.265756607158e-17 
 1597       5.266311556919e-11       2.927024630342e-12      -5.745501458805e-13       0.000000000000e+00       9.202408196752e-16       1.216451535614e-16       4.268206202856e-17 
 1598       5.244132543476e-11       2.931491076918e-12      -6.371658898453e-13       0.000000000000e+00       9.178384948829e-16       1.192545842918e-16       4.270171442500e-17 
 1599       5.222514758982e-11       2.935581954651e-12      -7.000565841235e-13       0.000000000000e+00       9.154435791987e-16       1.168889187505e-16       4.271655464989e-17 
 1600       5.201455091526e-11       2.939298230877e-12      -7.631982721485e-13       0.000000000000e+00       9.130560527158e-16       1.145483264105e-16       4.272661431729e-17 
 1601       5.180950405122e-11       2.942640883101e-12      -8.265668751613e-13       0.000000000000e+00       9.106758952503e-16       1.122329771834e-16       4.273192526671e-17 
 1602       5.160997539671e-11       2.945610899021e-12      -8.901381920196e-13       0.000000000000e+00       9.083030863406e-16       1.099430414196e-16       4.273251956351e-17 
 1603       5.141593310910e-11       2.948209276546e-12      -9.538878990055e-13       0.000000000000e+00       9.059376052468e-16       1.076786899093e-16       4.272842949930e-17 
 1604       5.122734510379e-11       2.950437023810e-12      -1.017791549634e-12       0.000000000000e+00       9.035794309505e-16       1.054400938825e-16       4.271968759229e-17 
 1605       5.104417905373e-11       2.952295159196e-12      -1.081824574462e-12       0.000000000000e+00       9.012285421536e-16       1.032274250095e-16       4.270632658770e-17 
 1606       5.086640238903e-11       2.953784711355e-12      -1.145962280895e-12       0.000000000000e+00       8.988849172786e-16       1.010408554017e-16       4.268837945817e-17 
 1607       5.069398229652e-11       2.954906719218e-12      -1.210179852998e-12       0.000000000000e+00       8.965485344673e-16       9.888055761154e-17       4.266587940410e-17 
 1608       5.052688571931e-11       2.955662232023e-12      -1.274452351299e-12       0.000000000000e+00       8.942193715808e-16       9.674670463337e-17       4.263885985407e-17 
 1609       5.036507935642e-11       2.956052309328e-12      -1.338754712605e-12       0.000000000000e+00       8.918974061983e-16       9.463946990372e-17       4.260735446520e-17 
 1610       5.020852966231e-11       2.956078021033e-12      -1.403061749803e-12       0.000000000000e+00       8.895826156175e-16       9.255902730181e-17       4.257139712357e-17 
 1611       5.005720284650e-11       2.955740447394e-12      -1.467348151672e-12       0.000000000000e+00       8.872749768530e-16       9.050555114997e-17       4.253102194458e-17 
 1612       4.991106487309e-11       2.955040679048e-12      -1.531588482689e-12       0.000000000000e+00       8.849744666368e-16       8.847921621414e-17       4.248626327336e-17 
 1613       4.977008146040e-11       2.953979817028e-12      -1.595757182842e-12       0.000000000000e+00       8.826810614167e-16       8.648019770428e-17       4.243715568514e-17 
 1614       4.963421808051e-11       2.952558972780e-12      -1.659828567433e-12       0.000000000000e+00       8.803947373566e-16       8.450867127489e-17       4.238373398562e-17 
 1615       4.950343995884e-11       2.950779268186e-12      -1.723776826888e-12       0.000000000000e+00       8.781154703356e-16       8.256481302540e-17       4.232603321140e-17 
 1616       4.937771207376e-11       2.948641835581e-12      -1.787576026567e-12       0.000000000000e+00       8.758432359474e-16       8.064879950066e-17       4.226408863035e-17 
 1617       4.925699915612e-11       2.946147817768e-12      -1.851200106570e-12       0.000000000000e+00       8.735780094999e-16       7.876080769140e-17       4.219793574197e-17 
 1618       4.914126568887e-11       2.943298368044e-12      -1.914622881549e-12       0.000000000000e+00       8.713197660145e-16       7.690101503467e-17       4.212761027781e-17 
 1619       4.903047590660e-11       2.940094650211e-12      -1.977818040510e-12       0.000000000000e+00       8.690684802257e-16       7.506959941430e-17       4.205314820185e-17 
 1620       4.892459379516e-11       2.936537838599e-12      -2.040759146628e-12       0.000000000000e+00       8.668241265806e-16       7.326673916137e-17       4.197458571087e-17 
 1621       4.882358309120e-11       2.932629118086e-12      -2.103419637051e-12       0.000000000000e+00       8.645866792380e-16       7.149261305466e-17       4.189195923487e-17 
 1622       4.872740728177e-11       2.928369684111e-12      -2.165772822710e-12       0.000000000000e+00       8.623561120684e-16       6.974740032110e-17       4.180530543741e-17 
 1623       4.863602960390e-11       2.923760742700e-12      -2.227791888127e-12       0.000000000000e+00       8.601323986529e-16       6.803128063622e-17       4.171466121604e-17 
 1624       4.854941304417e-11       2.918803510477e-12      -2.289449891224e-12       0.000000000000e+00       8.579155122830e-16       6.634443412464e-17       4.162006370266e-17 
 1625       4.846752033826e-11       2.913499214689e-12      -2.350719763129e-12       0.000000000000e+00       8.557054259601e-16       6.468704136048e-17       4.152155026394e-17 
 1626       4.839031397060e-11       2.907849093221e-12      -2.411574307988e-12       0.000000000000e+00       8.535021123946e-16       6.305928336786e-17       4.141915850166e-17 
 1627       4.831775617387e-11       2.901854394618e-12      -2.471986202770e-12       0.000000000000e+00       8.513055440057e-16       6.146134162132e-17       4.131292625313e-17 
 1628       4.824980892863e-11       2.895516378097e-12      -2.531927997077e-12       0.000000000000e+00       8.491156929206e-16       5.989339804630e-17       4.120289159156e-17 
 1629       4.818643396287e-11       2.888836313576e-12      -2.591372112951e-12       0.000000000000e+00       8.469325309742e-16       5.835563501959e-17       4.108909282646e-17 
 1630       4.812759275161e-11       2.881815481682e-12      -2.650290844685e-12       0.000000000000e+00       8.447560297084e-16       5.684823536979e-17       4.097156850404e-17 
 1631       4.807324651646e-11       2.874455173776e-12      -2.708656358629e-12       0.000000000000e+00       8.425861603716e-16       5.537138237776e-17       4.085035740755e-17 
 1632       4.802335622519e-11       2.866756691972e-12      -2.766440692997e-12       0.000000000000e+00       8.404228939179e-16       5.392525977708e-17       4.072549855771e-17 
 1633       4.797788259135e-11       2.858721349150e-12      -2.823615757681e-12       0.000000000000e+00       8.382662010072e-16       5.251005175449e-17       4.059703121308e-17 
 1634       4.793678607380e-11       2.850350468983e-12      -2.880153334051e-12       0.000000000000e+00       8.361160520039e-16       5.112594295039e-17       4.046499487046e-17 
 1635       4.790002687632e-11       2.841645385948e-12      -2.936025074772e-12       0.000000000000e+00       8.339724169769e-16       4.977311845925e-17       4.032942926524e-17 
 1636       4.786755931345e-11       2.832608052450e-12      -2.991205414437e-12       0.000000000000e+00       8.318352679998e-16       4.845165749309e-17       4.019037361381e-17 
 1637       4.783931485385e-11       2.823242866076e-12      -3.045680330344e-12       0.000000000000e+00       8.297045860769e-16       4.716121333092e-17       4.004786433244e-17 
 1638       4.781521892448e-11       2.813554858721e-12      -3.099438659681e-12       0.000000000000e+00       8.275803542781e-16       4.590133050818e-17       3.990193729874e-17 
 1639       4.779519652988e-11       2.803549091009e-12      -3.152469195748e-12       0.000000000000e+00       8.254625554432e-16       4.467155088961e-17       3.975262860819e-17 
 1640       4.777917225146e-11       2.793230652343e-12      -3.204760687893e-12       0.000000000000e+00       8.233511721812e-16       4.347141366499e-17       3.959997457451e-17 
 1641       4.776707024690e-11       2.782604660950e-12      -3.256301841454e-12       0.000000000000e+00       8.212461868699e-16       4.230045534480e-17       3.944401173001e-17 
 1642       4.775881424940e-11       2.771676263927e-12      -3.307081317691e-12       0.000000000000e+00       8.191475816559e-16       4.115820975595e-17       3.928477682591e-17 
 1643       4.775432756704e-11       2.760450637285e-12      -3.357087733733e-12       0.000000000000e+00       8.170553384533e-16       4.004420803743e-17       3.912230683274e-17 
 1644       4.775353308211e-11       2.748932986000e-12      -3.406309662511e-12       0.000000000000e+00       8.149694389442e-16       3.895797863603e-17       3.895663894067e-17 
 1645       4.775635325043e-11       2.737128544051e-12      -3.454735632698e-12       0.000000000000e+00       8.128898645774e-16       3.789904730202e-17       3.878781055984e-17 
 1646       4.776271010066e-11       2.725042574473e-12      -3.502354128650e-12       0.000000000000e+00       8.108165965688e-16       3.686693708485e-17       3.861585932078e-17 
 1647       4.777252523366e-11       2.712680369400e-12      -3.549153590342e-12       0.000000000000e+00       8.087496159000e-16       3.586116832882e-17       3.844082307468e-17 
 1648       4.778571982177e-11       2.700047250111e-12      -3.595122413307e-12       0.000000000000e+00       8.066889033189e-16       3.488125866882e-17       3.826273989380e-17 
 1649       4.780221460818e-11       2.687148567074e-12      -3.640248948578e-12       0.000000000000e+00       8.046344393383e-16       3.392672302597e-17       3.808164807180e-17 
 1650       4.782192990622e-11       2.673989699996e-12      -3.684521502622e-12       0.000000000000e+00       8.025862042361e-16       3.299707360332e-17       3.789758612412e-17 
 1651       4.784478559872e-11       2.660576057865e-12      -3.727928337282e-12       0.000000000000e+00       8.005441780547e-16       3.209181988158e-17       3.771059278828e-17 
 1652       4.787070113730e-11       2.646913078999e-12      -3.770457669714e-12       0.000000000000e+00       7.985083406003e-16       3.121046861477e-17       3.752070702429e-17 
 1653       4.789959554172e-11       2.633006231089e-12      -3.812097672328e-12       0.000000000000e+00       7.964786714427e-16       3.035252382593e-17       3.732796801496e-17 
 1654       4.793138739920e-11       2.618861011246e-12      -3.852836472725e-12       0.000000000000e+00       7.944551499150e-16       2.951748680282e-17       3.713241516628e-17 
 1655       4.796599486372e-11       2.604482946049e-12      -3.892662153634e-12       0.000000000000e+00       7.924377551127e-16       2.870485609359e-17       3.693408810777e-17 
 1656       4.800333565542e-11       2.589877591587e-12      -3.931562752854e-12       0.000000000000e+00       7.904264658938e-16       2.791412750248e-17       3.673302669282e-17 
 1657       4.804332705981e-11       2.575050533507e-12      -3.969526263193e-12       0.000000000000e+00       7.884212608777e-16       2.714479408552e-17       3.652927099904e-17 
 1658       4.808588592722e-11       2.560007387061e-12      -4.006540632404e-12       0.000000000000e+00       7.864221184455e-16       2.639634614622e-17       3.632286132864e-17 
 1659       4.813092867202e-11       2.544753797150e-12      -4.042593763124e-12       0.000000000000e+00       7.844290167391e-16       2.566827123127e-17       3.611383820875e-17 
